period,cliente,produc,depo,descripcion,s_cantidad_periodos_con_venta,s_cantidad_total_facturas,s_completitud,s_longitud_serie,s_periodo_prom_entre_ventas,s_periodos_desde_ultima_venta,s_porcentaje_sobre_total_ventas,s_primera_venta,s_ultima_venta,s_ventas_totales,cantidad_facturas,cantidad_unidades,cantidad_productos,total_facturado,unidades_promedio_por_compra,productos_promedio_por_compra,precio_uni,fecha,precio_uni_deflactado,total_facturado_deflactado,mes,año,trimestre,tipo_producto,cantidad_unidades_escalada,cantidad_productos_escalada,precio_uni_deflactado_escalada,total_facturado_deflactado_escalada
2022-04,4701,000-000-13326,1.0,mana rell vai fru x 152 grs,22,28,0.7333333333333333,30,1.3333333333333333,1,0.002562833130618258,2022-01,2024-05,170.0,1.0,6.0,6.0,536.37,6.0,6.0,73.88,2022-04-01,672.7440094978435,4884.132436036253,4,2022,2,galletitas dulces,-0.2513688564728539,-0.12510018101340514,-0.46298365635143673,-0.4522112579532083
2022-05,4701,000-000-13326,1.0,mana rell vai fru x 152 grs,22,28,0.7333333333333333,30,1.3333333333333333,1,0.002562833130618258,2022-01,2024-05,170.0,1.0,6.0,6.0,536.37,6.0,6.0,73.88,2022-05-01,644.3908136952524,4678.287773981086,5,2022,2,galletitas dulces,-0.2513688564728539,-0.12510018101340514,-0.47970749903738635,-0.47419334155548054
2022-06,4701,000-000-13326,1.0,mana rell vai fru x 152 grs,22,28,0.7333333333333333,30,1.3333333333333333,1,0.002562833130618258,2022-01,2024-05,170.0,1.0,6.0,6.0,550.38,6.0,6.0,75.81,2022-06-01,632.1458132488772,4589.373601054175,6,2022,2,galletitas dulces,-0.2513688564728539,-0.12510018101340514,-0.4869300873685348,-0.4836884567709647
2022-07,4701,000-000-13326,1.0,mana rell vai fru x 152 grs,22,28,0.7333333333333333,30,1.3333333333333333,1,0.002562833130618258,2022-01,2024-05,170.0,2.0,12.0,12.0,1099.53,6.0,6.0,75.725,2022-07-01,595.695317094514,8649.519603894763,7,2022,3,galletitas dulces,-0.21717625008728655,-0.0608234161210717,-0.5084300398872795,-0.05010680359234874
2022-08,4701,000-000-13326,1.0,mana rell vai fru x 152 grs,22,28,0.7333333333333333,30,1.3333333333333333,1,0.002562833130618258,2022-01,2024-05,170.0,1.5,9.0,9.0,824.955,6.0,6.0,75.7675,2022-08-01,556.5169429774071,6059.345163743385,8,2022,3,galletitas dulces,-0.2342725532800702,-0.09296179856723842,-0.5315390033349167,-0.326710678181123
2022-09,4701,000-000-13326,1.0,mana rell vai fru x 152 grs,22,28,0.7333333333333333,30,1.3333333333333333,1,0.002562833130618258,2022-01,2024-05,170.0,2.0,24.0,24.0,2753.0,6.0,6.0,94.8,2022-09-01,652.5884019823283,18951.222264318036,9,2022,3,galletitas dulces,-0.14879103731615184,0.06773011366359517,-0.4748722353912082,1.0500086274625675
2022-10,4701,000-000-13326,1.0,mana rell vai fru x 152 grs,22,28,0.7333333333333333,30,1.3333333333333333,1,0.002562833130618258,2022-01,2024-05,170.0,1.0,6.0,6.0,815.35,6.0,6.0,124.7857,2022-10-01,808.8561959487137,5285.067915368377,10,2022,4,galletitas dulces,-0.2513688564728539,-0.12510018101340514,-0.38269927466501796,-0.4093954902874246
2022-11,4701,000-000-13326,1.0,mana rell vai fru x 152 grs,22,28,0.7333333333333333,30,1.3333333333333333,1,0.002562833130618258,2022-01,2024-05,170.0,1.5,15.0,15.0,1784.175,6.0,6.0,109.79285,2022-11-01,687.606867945751,11173.869551770542,11,2022,4,galletitas dulces,-0.20007994689450287,-0.02868503367490498,-0.45421695124076894,0.21946769516596762
2022-12,4701,000-000-13326,1.0,mana rell vai fru x 152 grs,22,28,0.7333333333333333,30,1.3333333333333333,1,0.002562833130618258,2022-01,2024-05,170.0,2.0,9.0,9.0,1348.26,4.5,4.5,135.61685,2022-12-01,811.2096685760874,8064.790973646679,12,2022,4,galletitas dulces,-0.2342725532800702,-0.09296179856723842,-0.3813111028956017,-0.11254978125533359
2023-01,4701,000-000-13326,1.0,mana rell vai fru x 152 grs,22,28,0.7333333333333333,30,1.3333333333333333,1,0.002562833130618258,2022-01,2024-05,170.0,2.0,9.0,9.0,1348.26,4.5,4.5,135.61685,2023-01-01,759.5596147716175,7551.302409781535,1,2023,1,galletitas dulces,-0.2342725532800702,-0.09296179856723842,-0.4117763591073142,-0.16738505571423187
2023-02,4701,000-000-13326,1.0,mana rell vai fru x 152 grs,22,28,0.7333333333333333,30,1.3333333333333333,1,0.002562833130618258,2022-01,2024-05,170.0,2.0,9.0,9.0,1348.26,4.5,4.5,135.61685,2023-02-01,691.7664979705078,6877.324599072436,2,2023,1,galletitas dulces,-0.2342725532800702,-0.09296179856723842,-0.4517634359950756,-0.23935892393682962
2023-03,4701,000-000-13326,1.0,mana rell vai fru x 152 grs,22,28,0.7333333333333333,30,1.3333333333333333,1,0.002562833130618258,2022-01,2024-05,170.0,2.0,12.0,12.0,2101.19,6.0,6.0,144.71,2023-03-01,675.3427692163079,9805.980742516855,3,2023,1,galletitas dulces,-0.21717625008728655,-0.0608234161210717,-0.4614508044989408,0.07339130016298019
2023-04,4701,000-000-13326,1.0,mana rell vai fru x 152 grs,22,28,0.7333333333333333,30,1.3333333333333333,1,0.002562833130618258,2022-01,2024-05,170.0,2.0,12.0,12.0,2338.88,6.0,6.0,161.07999999999998,2023-04-01,682.7787760391144,9913.941046078744,4,2023,2,galletitas dulces,-0.21717625008728655,-0.0608234161210717,-0.457064751893721,0.08492034539024047
2023-05,4701,000-000-13326,1.0,mana rell vai fru x 152 grs,22,28,0.7333333333333333,30,1.3333333333333333,1,0.002562833130618258,2022-01,2024-05,170.0,2.0,12.0,12.0,2220.035,6.0,6.0,152.89499999999998,2023-05-01,612.5562951172473,8894.315802548272,5,2023,2,galletitas dulces,-0.21717625008728655,-0.0608234161210717,-0.4984847643724229,-0.0239650982374745
2023-06,4701,000-000-13326,1.0,mana rell vai fru x 152 grs,22,28,0.7333333333333333,30,1.3333333333333333,1,0.002562833130618258,2022-01,2024-05,170.0,2.0,12.0,12.0,2885.12,6.0,6.0,220.7781,2023-06-01,849.685067810377,11103.652866117947,6,2023,2,galletitas dulces,-0.21717625008728655,-0.0608234161210717,-0.3586167819959957,0.21196927845270772
2023-07,4701,000-000-13326,1.0,mana rell vai fru x 152 grs,22,28,0.7333333333333333,30,1.3333333333333333,1,0.002562833130618258,2022-01,2024-05,170.0,1.0,3.0,3.0,764.56,3.0,3.0,234.0248,2023-07-01,851.2913286949931,2781.1723298857382,7,2023,3,galletitas dulces,-0.26846515966563755,-0.15723856345957185,-0.35766934543420753,-0.6767856744287476
2023-08,4701,000-000-13326,1.0,mana rell vai fru x 152 grs,22,28,0.7333333333333333,30,1.3333333333333333,1,0.002562833130618258,2022-01,2024-05,170.0,1.0,6.0,6.0,1529.11,6.0,6.0,234.0248,2023-08-01,736.4111839922086,4811.68536648392,8,2023,3,galletitas dulces,-0.2513688564728539,-0.12510018101340514,-0.42543022435329286,-0.4599478566278546
2023-09,4701,000-000-13326,1.0,mana rell vai fru x 152 grs,22,28,0.7333333333333333,30,1.3333333333333333,1,0.002562833130618258,2022-01,2024-05,170.0,1.0,5.0,5.0,1531.32,5.0,5.0,281.2336,2023-09-01,774.2468883145879,4215.782698133845,9,2023,3,galletitas dulces,-0.2570676242037818,-0.13581297516212737,-0.4031132209577974,-0.5235841061361259
2023-10,4701,000-000-13326,1.0,mana rell vai fru x 152 grs,22,28,0.7333333333333333,30,1.3333333333333333,1,0.002562833130618258,2022-01,2024-05,170.0,1.0,6.0,6.0,1853.99,6.0,6.0,283.7446,2023-10-01,725.3108334550923,4739.188101262214,10,2023,4,galletitas dulces,-0.2513688564728539,-0.12510018101340514,-0.43197765263736176,-0.46768981568148565
2023-11,4701,000-000-13326,1.0,mana rell vai fru x 152 grs,22,28,0.7333333333333333,30,1.3333333333333333,1,0.002562833130618258,2022-01,2024-05,170.0,1.0,5.5,5.5,1692.6550000000002,5.5,5.5,282.4891,2023-11-01,624.1153946249915,3739.655948809937,11,2023,4,galletitas dulces,-0.25421824033831786,-0.13045657808776626,-0.49166674769787627,-0.5744295247368337
2023-12,4701,000-000-13326,1.0,mana rell vai fru x 152 grs,22,28,0.7333333333333333,30,1.3333333333333333,1,0.002562833130618258,2022-01,2024-05,170.0,1.0,3.0,3.0,1144.65,3.0,3.0,350.3677,2023-12-01,596.8253842396143,1949.826356909825,12,2023,4,galletitas dulces,-0.26846515966563755,-0.15723856345957185,-0.5077634813345575,-0.7655648368219463
2024-01,4701,000-000-13326,1.0,mana rell vai fru x 152 grs,22,28,0.7333333333333333,30,1.3333333333333333,1,0.002562833130618258,2022-01,2024-05,170.0,1.0,6.0,6.0,3623.76,6.0,6.0,499.14,2024-01-01,706.1860135603914,5126.915551748215,1,2024,1,galletitas dulces,-0.2513688564728539,-0.12510018101340514,-0.44325823213686455,-0.4262845290620304
2024-02,4701,000-000-13326,1.0,mana rell vai fru x 152 grs,22,28,0.7333333333333333,30,1.3333333333333333,1,0.002562833130618258,2022-01,2024-05,170.0,1.0,6.0,6.0,3623.76,6.0,6.0,499.14,2024-02-01,631.0866966580799,4581.69396939072,2,2024,1,galletitas dulces,-0.2513688564728539,-0.12510018101340514,-0.4875547964621374,-0.48450856210464344
2024-03,4701,000-000-13326,1.0,mana rell vai fru x 152 grs,22,28,0.7333333333333333,30,1.3333333333333333,1,0.002562833130618258,2022-01,2024-05,170.0,1.0,6.0,6.0,3623.76,6.0,6.0,499.14,2024-03-01,571.1191824959999,4146.329384064,3,2024,1,galletitas dulces,-0.2513688564728539,-0.12510018101340514,-0.5229260216353656,-0.5310010026497165
2024-04,4701,000-000-13326,1.0,mana rell vai fru x 152 grs,22,28,0.7333333333333333,30,1.3333333333333333,1,0.002562833130618258,2022-01,2024-05,170.0,1.0,6.0,6.0,3523.13,6.0,6.0,485.28,2024-04-01,523.8306431999999,3803.0074471999997,4,2024,2,galletitas dulces,-0.2513688564728539,-0.12510018101340514,-0.5508186831025564,-0.5676642391081671
2024-05,4701,000-000-13326,1.0,mana rell vai fru x 152 grs,22,28,0.7333333333333333,30,1.3333333333333333,1,0.002562833130618258,2022-01,2024-05,170.0,1.0,6.0,6.0,3523.13,6.0,6.0,485.28,2024-05-01,499.8384,3628.8239,5,2024,2,galletitas dulces,-0.2513688564728539,-0.12510018101340514,-0.5649702624784226,-0.5862652426924357
2024-06,4701,000-000-13326,1.0,mana rell vai fru x 152 grs,22,28,0.7333333333333333,30,1.3333333333333333,1,0.002562833130618258,2022-01,2024-05,170.0,1.0,6.0,6.0,3523.13,6.0,6.0,485.28,2024-06-01,485.28,3523.13,6,2024,2,galletitas dulces,-0.2513688564728539,-0.12510018101340514,-0.5735573858861084,-0.5975522594304626
2022-06,4701,000-000-13358,1.0,alf minitorta clasico x 69 grs,21,32,0.84,25,1.2,0,0.0038593251849310234,2022-06,2024-06,256.0,1.0,10.0,10.0,831.22,10.0,10.0,76.3291,2022-06-01,636.4743568665726,6931.173234253155,6,2022,2,alfajor,-0.22857378554914232,-0.08224900441851618,-0.48437694016687105,-0.23360844593758193
2022-07,4701,000-000-13358,1.0,alf minitorta clasico x 69 grs,21,32,0.84,25,1.2,0,0.0038593251849310234,2022-06,2024-06,256.0,1.0,5.0,5.0,415.61,5.0,5.0,76.3291,2022-07-01,600.4475064778986,3269.421336911865,7,2022,3,alfajor,-0.2570676242037818,-0.13581297516212737,-0.5056270095617068,-0.6246457239242342
2022-08,4701,000-000-13358,1.0,alf minitorta clasico x 69 grs,21,32,0.84,25,1.2,0,0.0038593251849310234,2022-06,2024-06,256.0,1.0,7.5,7.5,623.415,7.5,7.5,76.3291,2022-08-01,560.6419294844993,4579.02148026872,8,2022,3,alfajor,-0.24282070487646207,-0.10903098979032178,-0.5291059222139528,-0.4847939563369711
2022-09,4701,000-000-13358,1.0,alf minitorta clasico x 69 grs,21,32,0.84,25,1.2,0,0.0038593251849310234,2022-06,2024-06,256.0,2.0,20.0,20.0,1975.16,5.0,5.0,90.6858,2022-09-01,624.2668913975635,13596.693122989616,9,2022,3,alfajor,-0.1715861082398634,0.02487893706870621,-0.4915773888753448,0.4782002256302248
2022-10,4701,000-000-13358,1.0,alf minitorta clasico x 69 grs,21,32,0.84,25,1.2,0,0.0038593251849310234,2022-06,2024-06,256.0,2.0,20.0,20.0,1975.16,5.0,5.0,90.6858,2022-10-01,587.8219316361238,12802.91254518796,10,2022,4,alfajor,-0.1715861082398634,0.02487893706870621,-0.5130740758093228,0.3934326594039046
2022-11,4701,000-000-13358,1.0,alf minitorta clasico x 69 grs,21,32,0.84,25,1.2,0,0.0038593251849310234,2022-06,2024-06,256.0,1.0,6.0,6.0,651.79,6.0,6.0,99.7541,2022-11-01,624.7365312563362,4082.0078944882202,11,2022,4,alfajor,-0.2513688564728539,-0.12510018101340514,-0.4913003766058338,-0.5378698733173392
2022-12,4701,000-000-13358,1.0,alf minitorta clasico x 69 grs,21,32,0.84,25,1.2,0,0.0038593251849310234,2022-06,2024-06,256.0,1.0,6.0,6.0,651.79,6.0,6.0,99.7541,2022-12-01,596.692006930598,3898.765897314441,12,2022,4,alfajor,-0.2513688564728539,-0.12510018101340514,-0.5078421525767481,-0.5574382257881059
2023-01,4701,000-000-13358,1.0,alf minitorta clasico x 69 grs,21,32,0.84,25,1.2,0,0.0038593251849310234,2022-06,2024-06,256.0,1.0,6.0,6.0,768.42,6.0,6.0,117.6044,2023-01-01,658.6759149725658,4303.748385121807,1,2023,1,alfajor,-0.2513688564728539,-0.12510018101340514,-0.4712815780873108,-0.5141902794213848
2023-02,4701,000-000-13358,1.0,alf minitorta clasico x 69 grs,21,32,0.84,25,1.2,0,0.0038593251849310234,2022-06,2024-06,256.0,2.0,27.0,27.0,4280.14,13.5,13.5,174.64355,2023-02-01,890.8373625890681,21832.519031547254,2,2023,1,alfajor,-0.13169473412336816,0.09986849610976188,-0.3343435216257569,1.3577013593888132
2023-03,4701,000-000-13358,1.0,alf minitorta clasico x 69 grs,21,32,0.84,25,1.2,0,0.0038593251849310234,2022-06,2024-06,256.0,1.0,4.0,4.0,571.82,4.0,4.0,131.2709,2023-03-01,612.6242355297978,2668.6096489065667,3,2023,1,alfajor,-0.2627663919347097,-0.1465257693108496,-0.4984446904146432,-0.6888062060231831
2023-04,4701,000-000-13358,1.0,alf minitorta clasico x 69 grs,21,32,0.84,25,1.2,0,0.0038593251849310234,2022-06,2024-06,256.0,2.0,11.0,11.0,1743.26,5.5,5.5,146.0978,2023-04-01,619.2728896573586,7389.253346895621,4,2023,2,alfajor,-0.22287501781821445,-0.07153621026979394,-0.4945230497475105,-0.18469022171884436
2023-05,4701,000-000-13358,1.0,alf minitorta clasico x 69 grs,21,32,0.84,25,1.2,0,0.0038593251849310234,2022-06,2024-06,256.0,3.0,22.0,22.0,3798.6099999999997,7.333333333333333,7.333333333333333,152.96726666666666,2023-05-01,612.8458232351962,15218.69562899589,5,2023,2,alfajor,-0.16018857277800763,0.04630452536615069,-0.49831398917193226,0.6514133385384876
2023-06,4701,000-000-13358,1.0,alf minitorta clasico x 69 grs,21,32,0.84,25,1.2,0,0.0038593251849310234,2022-06,2024-06,256.0,2.0,16.0,16.0,2894.14,8.0,8.0,156.8958,2023-06-01,603.8280901147502,11138.367175696883,6,2023,2,alfajor,-0.19438117916357497,-0.017972239526182744,-0.5036330068636323,0.21567640812874866
2023-07,4701,000-000-13358,1.0,alf minitorta clasico x 69 grs,21,32,0.84,25,1.2,0,0.0038593251849310234,2022-06,2024-06,256.0,1.0,7.0,7.0,1310.05,7.0,7.0,154.67,2023-07-01,562.6293871814208,4765.453085129762,7,2023,3,alfajor,-0.245670088741926,-0.11438738686468289,-0.5279336406094481,-0.4648849867127654
2023-08,4701,000-000-13358,1.0,alf minitorta clasico x 69 grs,21,32,0.84,25,1.2,0,0.0038593251849310234,2022-06,2024-06,256.0,1.0,7.0,7.0,1375.53,7.0,7.0,162.4,2023-08-01,511.0277897057691,4328.41167225355,8,2023,3,alfajor,-0.245670088741926,-0.11438738686468289,-0.5583703153509821,-0.511556495119067
2023-09,4701,000-000-13358,1.0,alf minitorta clasico x 69 grs,21,32,0.84,25,1.2,0,0.0038593251849310234,2022-06,2024-06,256.0,1.0,7.0,7.0,1622.09,7.0,7.0,191.51,2023-09-01,527.2343759107258,4465.675989875355,9,2023,3,alfajor,-0.245670088741926,-0.11438738686468289,-0.5488110261599131,-0.49689808389068785
2023-10,4701,000-000-13358,1.0,alf minitorta clasico x 69 grs,21,32,0.84,25,1.2,0,0.0038593251849310234,2022-06,2024-06,256.0,1.0,14.0,14.0,3576.71,14.0,14.0,211.14,2023-10-01,539.7182162258177,9142.822492929074,10,2023,4,alfajor,-0.20577871462543076,-0.03939782782362722,-0.5414475605738914,0.002572849305759466
2023-11,4701,000-000-13358,1.0,alf minitorta clasico x 69 grs,21,32,0.84,25,1.2,0,0.0038593251849310234,2022-06,2024-06,256.0,1.0,7.0,7.0,1913.54,7.0,7.0,225.92,2023-11-01,499.1348337110284,4227.66673910854,11,2023,4,alfajor,-0.245670088741926,-0.11438738686468289,-0.5653852538613278,-0.5223150133181224
2023-12,4701,000-000-13358,1.0,alf minitorta clasico x 69 grs,21,32,0.84,25,1.2,0,0.0038593251849310234,2022-06,2024-06,256.0,1.0,10.5,10.5,2745.125,10.5,10.5,218.52999999999997,2023-12-01,372.2496429262255,4676.11678505402,12,2023,4,alfajor,-0.22572440168367838,-0.07689260734415505,-0.6402271864828286,-0.47442518074731527
2024-01,4701,000-000-13358,1.0,alf minitorta clasico x 69 grs,21,32,0.84,25,1.2,0,0.0038593251849310234,2022-06,2024-06,256.0,1.0,4.0,4.0,2374.75,4.0,4.0,490.649,2024-01-01,694.1729001229966,3359.8093434758575,1,2024,1,alfajor,-0.2627663919347097,-0.1465257693108496,-0.4503440442863753,-0.6149932185005089
2024-02,4701,000-000-13358,1.0,alf minitorta clasico x 69 grs,21,32,0.84,25,1.2,0,0.0038593251849310234,2022-06,2024-06,256.0,2.0,12.0,12.0,7124.22,6.0,6.0,490.649,2024-02-01,620.3511171787279,9007.493821503838,2,2024,1,alfajor,-0.21717625008728655,-0.0608234161210717,-0.49388706826688344,-0.01187885490339162
2024-03,4701,000-000-13358,1.0,alf minitorta clasico x 69 grs,21,32,0.84,25,1.2,0,0.0038593251849310234,2022-06,2024-06,256.0,1.0,21.0,21.0,12467.39,21.0,21.0,490.649,2024-03-01,561.4037259536,14265.267429295998,3,2024,1,alfajor,-0.1658873405089355,0.03559173121742845,-0.5286565843545928,0.5495970553989716
2024-04,4701,000-000-13358,1.0,alf minitorta clasico x 69 grs,21,32,0.84,25,1.2,0,0.0038593251849310234,2022-06,2024-06,256.0,1.0,10.0,10.0,5936.87,10.0,10.0,490.65,2024-04-01,529.6272359999999,6408.494952799999,4,2024,2,alfajor,-0.22857378554914232,-0.08224900441851618,-0.5473996220987578,-0.2894250873082285
2024-05,4701,000-000-13358,1.0,alf minitorta clasico x 69 grs,21,32,0.84,25,1.2,0,0.0038593251849310234,2022-06,2024-06,256.0,3.0,22.0,22.0,13415.73,7.333333333333333,7.333333333333333,506.9325666666667,2024-05-01,522.1405436666666,13818.2019,5,2024,2,alfajor,-0.16018857277800763,0.04630452536615069,-0.5518155710341976,0.501855074904744
2024-06,4701,000-000-13358,1.0,alf minitorta clasico x 69 grs,21,32,0.84,25,1.2,0,0.0038593251849310234,2022-06,2024-06,256.0,3.0,18.0,18.0,11750.29,6.0,6.0,539.4991333333334,2024-06-01,539.4991333333334,11750.29,6,2024,2,alfajor,-0.18298364370171918,0.0034533487712617348,-0.5415767843783119,0.2810234448100526
2022-07,4701,000-000-13660,1.0,esp provenzal lc x 23 grs,20,35,0.8333333333333334,24,1.2105263157894737,0,0.0038140987179201133,2022-07,2024-06,253.0,1.0,10.0,10.0,743.32,10.0,10.0,61.4305,2022-07-01,483.24676364179,5847.3719789064935,7,2022,3,especias,-0.22857378554914232,-0.08224900441851618,-0.5747566695659732,-0.3493472247109311
2022-08,4701,000-000-13660,1.0,esp provenzal lc x 23 grs,20,35,0.8333333333333334,24,1.2105263157894737,0,0.0038140987179201133,2022-07,2024-06,253.0,1.0,10.0,10.0,743.32,10.0,10.0,61.4305,2022-08-01,451.2107970511579,5459.731072741825,8,2022,3,especias,-0.22857378554914232,-0.08224900441851618,-0.5936527569518298,-0.3907432692908414
2022-09,4701,000-000-13660,1.0,esp provenzal lc x 23 grs,20,35,0.8333333333333334,24,1.2105263157894737,0,0.0038140987179201133,2022-07,2024-06,253.0,1.0,10.0,10.0,743.32,10.0,10.0,61.4305,2022-09-01,422.877972868939,5116.8988498048975,9,2022,3,especias,-0.22857378554914232,-0.08224900441851618,-0.6103645836457645,-0.4273542093604587
2022-10,4701,000-000-13660,1.0,esp provenzal lc x 23 grs,20,35,0.8333333333333334,24,1.2105263157894737,0,0.0038140987179201133,2022-07,2024-06,253.0,1.0,10.0,10.0,743.32,10.0,10.0,61.4305,2022-10-01,398.1901816091704,4818.17217495753,10,2022,4,especias,-0.22857378554914232,-0.08224900441851618,-0.6249264249340118,-0.45925513248939426
2022-11,4701,000-000-13660,1.0,esp provenzal lc x 23 grs,20,35,0.8333333333333334,24,1.2105263157894737,0,0.0038140987179201133,2022-07,2024-06,253.0,2.0,8.0,8.0,690.66,4.0,4.0,71.35,2022-11-01,446.84831505812383,4325.441587639016,11,2022,4,especias,-0.2399713210109981,-0.10367459271596065,-0.5962259223572309,-0.5118736694759372
2022-12,4701,000-000-13660,1.0,esp provenzal lc x 23 grs,20,35,0.8333333333333334,24,1.2105263157894737,0,0.0038140987179201133,2022-07,2024-06,253.0,1.0,4.0,4.0,376.46,4.0,4.0,77.78,2022-12-01,465.25109543429215,2251.8440137206685,12,2022,4,especias,-0.2627663919347097,-0.1465257693108496,-0.5853712304862357,-0.7333124708140338
2023-01,4701,000-000-13660,1.0,esp provenzal lc x 23 grs,20,35,0.8333333333333334,24,1.2105263157894737,0,0.0038140987179201133,2022-07,2024-06,253.0,1.5,6.0,6.0,533.56,4.0,4.0,74.565,2023-01-01,417.62187128992935,2988.350105886873,1,2023,1,especias,-0.2513688564728539,-0.12510018101340514,-0.6134648414283702,-0.6546612280276588
2023-02,4701,000-000-13660,1.0,esp provenzal lc x 23 grs,20,35,0.8333333333333334,24,1.2105263157894737,0,0.0038140987179201133,2022-07,2024-06,253.0,1.0,10.0,10.0,1151.04,10.0,10.0,95.1268,2023-02-01,485.2312474382121,5871.327271087429,2,2023,1,especias,-0.22857378554914232,-0.08224900441851618,-0.5735861420862756,-0.3467890469560129
2023-03,4701,000-000-13660,1.0,esp provenzal lc x 23 grs,20,35,0.8333333333333334,24,1.2105263157894737,0,0.0038140987179201133,2022-07,2024-06,253.0,1.0,6.0,6.0,652.6,6.0,6.0,89.89,2023-03-01,419.50495145362396,3045.5994139351988,3,2023,1,especias,-0.2513688564728539,-0.12510018101340514,-0.6123541258447752,-0.6485475932939427
2023-04,4701,000-000-13660,1.0,esp provenzal lc x 23 grs,20,35,0.8333333333333334,24,1.2105263157894737,0,0.0038140987179201133,2022-07,2024-06,253.0,1.0,4.0,4.0,505.05,4.0,4.0,104.35,2023-04-01,442.3141624017978,2140.7835910017056,4,2023,2,especias,-0.2627663919347097,-0.1465257693108496,-0.5989003459483644,-0.7451725767440951
2023-05,4701,000-000-13660,1.0,esp provenzal lc x 23 grs,20,35,0.8333333333333334,24,1.2105263157894737,0,0.0038140987179201133,2022-07,2024-06,253.0,3.0,18.0,18.0,2318.05,6.0,6.0,106.43,2023-05-01,426.3995976933754,9287.001667134538,5,2023,2,especias,-0.18298364370171918,0.0034533487712617348,-0.6082873892450745,0.01796969578916104
2023-06,4701,000-000-13660,1.0,esp provenzal lc x 23 grs,20,35,0.8333333333333334,24,1.2105263157894737,0,0.0038140987179201133,2022-07,2024-06,253.0,2.0,8.0,8.0,1108.84,4.0,4.0,114.55,2023-06-01,440.8563372801862,4267.473950499883,6,2023,2,especias,-0.2399713210109981,-0.10367459271596065,-0.5997602291928215,-0.5180640143364567
2023-07,4701,000-000-13660,1.0,esp provenzal lc x 23 grs,20,35,0.8333333333333334,24,1.2105263157894737,0,0.0038140987179201133,2022-07,2024-06,253.0,1.0,4.0,4.0,571.36,4.0,4.0,118.05,2023-07-01,429.4200501504282,2078.3857675048594,7,2023,3,especias,-0.2627663919347097,-0.1465257693108496,-0.6065058062417389,-0.7518360197453029
2023-08,4701,000-000-13660,1.0,esp provenzal lc x 23 grs,20,35,0.8333333333333334,24,1.2105263157894737,0,0.0038140987179201133,2022-07,2024-06,253.0,1.0,10.0,10.0,1845.24,10.0,10.0,152.4993,2023-08-01,479.87303085392244,5806.458858846511,8,2023,3,especias,-0.22857378554914232,-0.08224900441851618,-0.5767466313608115,-0.3537163233147477
2023-09,4701,000-000-13660,1.0,esp provenzal lc x 23 grs,20,35,0.8333333333333334,24,1.2105263157894737,0,0.0038140987179201133,2022-07,2024-06,253.0,3.0,20.0,20.0,3974.19,6.666666666666667,6.666666666666667,162.91996666666668,2023-09-01,448.52491749201744,10941.09751136049,9,2023,3,especias,-0.1715861082398634,0.02487893706870621,-0.5952369955517117,0.19461004570603707
2023-10,4701,000-000-13660,1.0,esp provenzal lc x 23 grs,20,35,0.8333333333333334,24,1.2105263157894737,0,0.0038140987179201133,2022-07,2024-06,253.0,2.0,18.0,18.0,3817.74,9.0,9.0,173.87220000000002,2023-10-01,444.45388668778367,9758.945831268133,10,2023,4,especias,-0.18298364370171918,0.0034533487712617348,-0.5976382514529403,0.06836845749622325
2023-11,4701,000-000-13660,1.0,esp provenzal lc x 23 grs,20,35,0.8333333333333334,24,1.2105263157894737,0,0.0038140987179201133,2022-07,2024-06,253.0,3.0,16.0,16.0,3620.67,5.333333333333333,5.333333333333333,187.0186,2023-11-01,413.1882870567871,7999.302931889649,11,2023,4,especias,-0.19438117916357497,-0.017972239526182744,-0.6160799457632122,-0.11954322764582741
2023-12,4701,000-000-13660,1.0,esp provenzal lc x 23 grs,20,35,0.8333333333333334,24,1.2105263157894737,0,0.0038140987179201133,2022-07,2024-06,253.0,2.0,11.0,11.0,2787.94,5.5,5.5,209.461,2023-12-01,356.80127422765815,4749.048961239835,12,2023,4,especias,-0.22287501781821445,-0.07153621026979394,-0.6493392488291049,-0.46663677769519935
2024-01,4701,000-000-13660,1.0,esp provenzal lc x 23 grs,20,35,0.8333333333333334,24,1.2105263157894737,0,0.0038140987179201133,2022-07,2024-06,253.0,1.0,12.0,12.0,4621.14,12.0,12.0,318.26,2024-01-01,450.2759960646916,6538.014253925687,1,2024,1,especias,-0.21717625008728655,-0.0608234161210717,-0.5942041397571116,-0.2755937638382534
2024-02,4701,000-000-13660,1.0,esp provenzal lc x 23 grs,20,35,0.8333333333333334,24,1.2105263157894737,0,0.0038140987179201133,2022-07,2024-06,253.0,2.0,12.0,12.0,4621.14,6.0,6.0,318.26,2024-02-01,402.39141739471995,5842.729449442079,2,2024,1,especias,-0.21717625008728655,-0.0608234161210717,-0.6224483689556557,-0.34984299890198306
2024-03,4701,000-000-13660,1.0,esp provenzal lc x 23 grs,20,35,0.8333333333333334,24,1.2105263157894737,0,0.0038140987179201133,2022-07,2024-06,253.0,1.0,8.0,8.0,3052.2,8.0,8.0,315.31,2024-03-01,360.779719984,3492.3467740799997,3,2024,1,especias,-0.2399713210109981,-0.10367459271596065,-0.6469926032718671,-0.600839589978484
