period,cliente,produc,cantidad_facturas,cantidad_unidades,cantidad_productos,total_facturado,unidades_promedio_por_compra,productos_promedio_por_compra,precio_uni,depo,descripcion,precio_uni_deflactado,total_facturado_deflactado
2024-01,3922,000-000-7198,1.0,4.0,4.0,3655.02,4.0,4.0,755.1705,1.0,rex original estuche x 125 g,1068.4193712253227,5171.142371445891
2024-02,3922,000-000-7198,1.0,4.0,4.0,3655.02,4.0,4.0,755.1705,1.0,rex original estuche x 125 g,954.7983657062758,4621.217490121439
2024-03,3922,000-000-7198,1.0,4.0,4.0,2717.03,4.0,4.0,561.37,1.0,rex original estuche x 125 g,642.3231467679999,3108.8431149919998
2024-04,3922,000-000-7198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rex original estuche x 125 g,0.0,0.0
2024-05,3922,000-000-7198,2.0,15.0,15.0,10316.82,7.5,7.5,755.17,1.0,rex original estuche x 125 g,777.8250999999999,10626.3246
2024-06,3922,000-000-7198,2.0,8.0,8.0,6149.44,4.0,4.0,831.9438,1.0,rex original estuche x 125 g,831.9438,6149.44
2022-03,3922,000-000-7351,1.0,212.0,1.0,511.07,212.0,1.0,422.37,1.0,masticable mogul x 700 grs,4072.977174361246,4928.324560221611
2023-11,3922,000-000-7390,1.0,50.0,1.0,1618.54,50.0,1.0,1337.6355,1.0,mr pops trompito twister x 50 uds,2955.2960023834476,3575.910471647698
2022-01,3922,000-000-8721,2.0,12.0,12.0,554.47,6.0,6.0,42.4295,1.0,traviatas x 101 grs,471.50909699207205,6161.695259411358
2022-02,3922,000-000-8721,1.0,4.0,4.0,184.83,4.0,4.0,42.4295,1.0,traviatas x 101 grs,438.6131134809973,1910.6720975899489
2022-03,3922,000-000-8721,2.0,16.0,16.0,783.64,8.0,8.0,44.9753,1.0,traviatas x 101 grs,433.7035544902558,7556.757896906614
2022-04,3922,000-000-8721,4.0,28.0,28.0,1449.0,7.0,7.0,47.5211,1.0,traviatas x 101 grs,432.72246006697316,13194.451404471783
2022-05,3922,000-000-8721,1.0,8.0,8.0,414.0,8.0,8.0,47.5211,1.0,traviatas x 101 grs,414.4851150066792,3610.960975498572
2022-06,3922,000-000-8721,2.0,8.0,8.0,446.98,4.0,4.0,51.3055,1.0,traviatas x 101 grs,427.8137056013754,3727.16707038627
2022-07,3922,000-000-8721,2.0,12.0,12.0,710.96,6.0,6.0,53.6141,1.0,traviatas x 101 grs,421.7585777515614,5592.810071198623
2022-08,3922,000-000-8721,1.0,8.0,8.0,487.47,8.0,8.0,55.9227,1.0,traviatas x 101 grs,410.75566762850355,3580.4971022298037
2022-09,3922,000-000-8721,1.0,4.0,4.0,265.52,4.0,4.0,60.9558,1.0,traviatas x 101 grs,419.61021216829545,1827.7982330627403
2022-10,3922,000-000-8721,2.0,12.0,12.0,849.72,6.0,6.0,60.6529,1.0,traviatas x 101 grs,393.1498077685002,5507.85295768298
2022-11,3922,000-000-8721,1.0,8.0,8.0,584.15,8.0,8.0,67.0512,1.0,traviatas x 101 grs,419.9259389295763,3658.394439260029
2022-12,3922,000-000-8721,4.0,20.0,20.0,1625.58,5.0,5.0,74.29367500000001,1.0,traviatas x 101 grs,444.3971930777743,9723.61629874102
2023-01,3922,000-000-8721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,traviatas x 101 grs,0.0,0.0
2023-02,3922,000-000-8721,1.0,8.0,8.0,683.38,8.0,8.0,78.4401,1.0,traviatas x 101 grs,400.1142430122542,3485.8455227583117
2023-03,3922,000-000-8721,2.0,12.0,12.0,1211.99,6.0,6.0,93.2333,1.0,traviatas x 101 grs,435.10769819069037,5656.199867752561
2023-04,3922,000-000-8721,1.0,8.0,8.0,928.07,8.0,8.0,106.5278,1.0,traviatas x 101 grs,451.5453246718374,3933.862047917935
2023-05,3922,000-000-8721,2.0,12.0,12.0,1453.8899999999999,6.0,6.0,110.92615,1.0,traviatas x 101 grs,444.41290739147814,5824.843663350762
2023-06,3922,000-000-8721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,traviatas x 101 grs,0.0,0.0
2023-07,3922,000-000-8721,2.0,12.0,12.0,1612.27,6.0,6.0,122.1896,1.0,traviatas x 101 grs,444.4783071568044,5864.812064854137
2023-08,3922,000-000-8721,1.0,4.0,4.0,597.06,4.0,4.0,137.0658,1.0,traviatas x 101 grs,431.3080838562377,1878.7823406510252
2023-09,3922,000-000-8721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,traviatas x 101 grs,0.0,0.0
2023-10,3922,000-000-8721,1.0,8.0,8.0,1394.68,8.0,8.0,160.0874,1.0,traviatas x 101 grs,409.21704067551855,3565.0952060520203
2023-11,3922,000-000-8721,2.0,12.0,12.0,2196.62,6.0,6.0,168.0919,1.0,traviatas x 101 grs,371.3727096081393,4853.087634677405
2023-12,3922,000-000-8721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,traviatas x 101 grs,0.0,0.0
2024-01,3922,000-000-8721,1.0,4.0,4.0,1320.32,4.0,4.0,272.7931,1.0,traviatas x 101 grs,385.9491762146516,1867.9959879473813
2024-02,3922,000-000-8721,2.0,8.0,8.0,2640.64,4.0,4.0,272.7931,1.0,traviatas x 101 grs,344.90543003990314,3338.688092846079
2024-03,3922,000-000-8721,1.0,4.0,4.0,1320.32,4.0,4.0,272.7931,1.0,traviatas x 101 grs,312.13161089583997,1510.7185940479999
2024-04,3922,000-000-8721,2.0,8.0,8.0,2640.64,4.0,4.0,272.7931,1.0,traviatas x 101 grs,294.46378386399994,2850.4124415999995
2024-05,3922,000-000-8721,1.0,8.0,8.0,2640.63,8.0,8.0,272.7931,1.0,traviatas x 101 grs,280.97689299999996,2719.8489
2022-01,3922,000-000-9327,2.0,11.0,11.0,746.0,5.5,5.5,59.890299999999996,1.0,merengadas x 93 g b52,665.546878270644,8290.123295256502
2022-02,3922,000-000-9327,2.0,12.0,12.0,750.4,6.0,6.0,51.68,1.0,merengadas x 93 g b52,534.2397554696129,7757.227409140819
2022-03,3922,000-000-9327,2.0,18.0,18.0,1125.59,9.0,9.0,51.68,1.0,merengadas x 93 g b52,498.35798084851956,10854.23296562084
2022-04,3922,000-000-9327,2.0,18.0,18.0,1495.1,9.0,9.0,76.2728,1.0,merengadas x 93 g b52,694.5326108233234,13614.233467788657
2022-05,3922,000-000-9327,1.0,12.0,12.0,840.42,12.0,12.0,57.88,1.0,merengadas x 93 g b52,504.8367663329889,7330.250780262102
2022-06,3922,000-000-9327,1.0,6.0,6.0,445.47,6.0,6.0,61.36,1.0,merengadas x 93 g b52,511.65370137120567,3714.575853158915
2022-07,3922,000-000-9327,2.0,18.0,18.0,1407.42,9.0,9.0,64.62,1.0,merengadas x 93 g b52,508.3371593350611,11071.555010698725
2022-08,3922,000-000-9327,2.0,12.0,12.0,1144.97,6.0,6.0,83.701,1.0,merengadas x 93 g b52,614.7889879453849,8409.875001825872
2022-09,3922,000-000-9327,2.0,15.0,15.0,1468.37,7.5,7.5,88.121,1.0,merengadas x 93 g b52,606.6112085557463,10108.029871506236
2022-10,3922,000-000-9327,2.0,12.0,12.0,1306.22,6.0,6.0,89.96,1.0,merengadas x 93 g b52,583.1173234396751,8466.86872191388
2022-11,3922,000-000-9327,2.0,12.0,12.0,1332.28,6.0,6.0,91.755,1.0,merengadas x 93 g b52,574.6400441227491,8343.75715747214
2022-12,3922,000-000-9327,3.0,15.0,15.0,1814.32,5.0,5.0,105.45920000000001,1.0,merengadas x 93 g b52,630.8177979380831,10852.588936337681
2022-01,3922,000-000-9341,4.0,24.0,24.0,1673.0700000000002,6.0,6.0,64.0149,1.0,opera x 92 grs,711.3825921360797,18592.435095971578
2022-02,3922,000-000-9341,3.0,20.0,20.0,1394.24,6.666666666666667,6.666666666666667,64.0149,1.0,opera x 92 grs,661.7512484986788,14412.895446322622
2022-03,3922,000-000-9341,4.0,24.0,24.0,1740.0,6.0,6.0,65.9353,1.0,opera x 92 grs,635.8239739675191,16779.080624543807
2022-04,3922,000-000-9341,4.0,32.0,32.0,2498.46,8.0,8.0,71.6965,1.0,opera x 92 grs,652.861273375232,22750.730887520065
2022-05,3922,000-000-9341,1.0,12.0,12.0,936.93,12.0,12.0,71.6965,1.0,opera x 92 grs,625.3460472942836,8172.023349695356
2022-06,3922,000-000-9341,3.0,28.0,28.0,2316.15,9.333333333333334,9.333333333333334,75.9592,1.0,opera x 92 grs,633.3899255735932,19313.342901416527
2022-07,3922,000-000-9341,3.0,24.0,24.0,2105.19,8.0,8.0,80.51653333333333,1.0,opera x 92 grs,633.3882054189635,16560.60514485573
2022-08,3922,000-000-9341,3.0,20.0,20.0,1901.06,6.666666666666667,6.666666666666667,85.27893333333333,1.0,opera x 92 grs,626.3790052336525,13963.402509210802
2022-09,3922,000-000-9341,3.0,28.0,28.0,2751.77,9.333333333333334,9.333333333333334,87.2376,1.0,opera x 92 grs,600.5300208520417,18942.75513631763
2022-10,3922,000-000-9341,3.0,20.0,20.0,2083.5,6.666666666666667,6.666666666666667,93.25453333333333,1.0,opera x 92 grs,604.472364116822,13505.16833466611
2022-11,3922,000-000-9341,1.0,8.0,8.0,899.44,8.0,8.0,103.2416,1.0,opera x 92 grs,646.5779257730176,5632.98175887707
2022-12,3922,000-000-9341,4.0,32.0,32.0,3792.59,8.0,8.0,109.99355,1.0,opera x 92 grs,657.9405969170299,22685.86592997097
2023-01,3922,000-000-9341,2.0,16.0,16.0,1945.68,8.0,8.0,106.083,1.0,opera x 92 grs,594.1471329987203,10897.318078607788
2023-02,3922,000-000-9341,3.0,20.0,20.0,2574.9,6.666666666666667,6.666666666666667,119.6166,1.0,opera x 92 grs,610.1509987965289,13134.279078331789
2023-03,3922,000-000-9341,3.0,24.0,24.0,3588.74,8.0,8.0,137.30960000000002,1.0,opera x 92 grs,640.8060638793696,16748.183329399024
2023-04,3922,000-000-9341,3.0,28.0,28.0,4466.85,9.333333333333334,9.333333333333334,147.54,1.0,opera x 92 grs,625.3860231984786,18933.886117148737
2023-05,3922,000-000-9341,2.0,16.0,16.0,2887.06,8.0,8.0,165.694,1.0,opera x 92 grs,663.834021800302,11566.67502129697
2023-06,3922,000-000-9341,2.0,16.0,16.0,2973.67,8.0,8.0,170.66469999999998,1.0,opera x 92 grs,656.8189833698978,11444.44578332581
2023-07,3922,000-000-9341,2.0,8.0,8.0,1621.94,4.0,4.0,186.1733,1.0,opera x 92 grs,677.2261569053005,5899.987769089246
2023-08,3922,000-000-9341,2.0,12.0,12.0,2505.8900000000003,6.0,6.0,194.55115,1.0,opera x 92 grs,612.1985478399972,7885.341305084914
2023-09,3922,000-000-9341,3.0,16.0,16.0,3807.6400000000003,5.333333333333333,5.333333333333333,216.7956,1.0,opera x 92 grs,596.8466026118289,10482.578972861555
2023-10,3922,000-000-9341,1.0,4.0,4.0,983.27,4.0,4.0,225.7264,1.0,opera x 92 grs,577.0041203138934,2513.444778196267
2023-11,3922,000-000-9341,3.0,24.0,24.0,6504.299999999999,8.0,8.0,248.8633,1.0,opera x 92 grs,549.8244593762296,14370.231493035773
2023-12,3922,000-000-9341,2.0,12.0,12.0,4613.72,6.0,6.0,334.47204999999997,1.0,opera x 92 grs,569.7483237143763,7859.129742193682
2024-01,3922,000-000-9341,2.0,8.0,8.0,4419.46,4.0,4.0,456.5544,1.0,opera x 92 grs,645.9356727760876,6252.676282184572
2024-02,3922,000-000-9341,4.0,20.0,20.0,11048.63,5.0,5.0,456.5544,1.0,opera x 92 grs,577.2436754031168,13969.314038741357
2024-03,3922,000-000-9341,1.0,8.0,8.0,4419.44,8.0,8.0,456.5544,1.0,opera x 92 grs,522.39246642816,5056.7515324159995
2024-04,3922,000-000-9341,3.0,20.0,20.0,11048.63,6.666666666666667,6.666666666666667,456.5544,1.0,opera x 92 grs,492.8230815359999,11926.333167199999
2024-05,3922,000-000-9341,1.0,8.0,8.0,3808.4,8.0,8.0,483.6244,1.0,opera x 92 grs,498.133132,3922.652
2024-06,3922,000-000-9341,1.0,8.0,8.0,3748.01,8.0,8.0,522.3143,1.0,opera x 92 grs,522.3143,3748.01
2022-01,3922,000-000-9419,2.0,13.0,13.0,578.27,6.5,6.5,39.69645,1.0,opera x 55 grs,441.1373523914007,6426.179085721149
2022-02,3922,000-000-9419,2.0,16.0,16.0,667.34,8.0,8.0,34.47,1.0,opera x 55 grs,356.33212792255335,6898.598266545888
2022-03,3922,000-000-9419,3.0,24.0,24.0,1041.08,8.0,8.0,35.85,1.0,opera x 55 grs,345.70691976430777,10039.29037735636
2022-04,3922,000-000-9419,2.0,24.0,24.0,1121.23,12.0,12.0,38.61,1.0,opera x 55 grs,351.57886040486926,10209.810040190407
2022-05,3922,000-000-9419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,opera x 55 grs,0.0,0.0
2022-06,3922,000-000-9419,2.0,16.0,16.0,835.0,8.0,8.0,43.13,1.0,opera x 55 grs,359.64185365287,6962.692970093819
2022-07,3922,000-000-9419,1.0,8.0,8.0,459.7,8.0,8.0,47.49,1.0,opera x 55 grs,373.58297271467114,3616.258002883435
2022-08,3922,000-000-9419,1.0,8.0,8.0,459.7,8.0,8.0,47.49,1.0,opera x 55 grs,348.81696798755485,3376.524745922909
2022-09,3922,000-000-9419,3.0,24.0,24.0,1686.69,8.0,8.0,62.38546666666667,1.0,opera x 55 grs,429.4518143346183,11610.910672358368
2022-10,3922,000-000-9419,1.0,4.0,4.0,281.12,4.0,4.0,64.5382,1.0,opera x 55 grs,418.3341756737933,1822.2092259377669
2022-11,3922,000-000-9419,2.0,16.0,16.0,1261.7,8.0,8.0,72.4118,1.0,opera x 55 grs,453.49811941591946,7901.731171812682
2022-12,3922,000-000-9419,3.0,16.0,16.0,1315.39,5.333333333333333,5.333333333333333,76.04656666666666,1.0,opera x 55 grs,454.8823405204884,7868.174831875978
2023-01,3922,000-000-9419,2.0,16.0,16.0,1391.4,8.0,8.0,79.8562,1.0,opera x 55 grs,447.25669788912836,7792.919891541712
2023-02,3922,000-000-9419,3.0,20.0,20.0,1808.83,6.666666666666667,6.666666666666667,83.0505,1.0,opera x 55 grs,423.6313816439451,9226.641044412943
2023-03,3922,000-000-9419,2.0,16.0,16.0,1553.1,8.0,8.0,89.1363,1.0,opera x 55 grs,415.98753147464305,7248.115920598769
2023-04,3922,000-000-9419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,opera x 55 grs,0.0,0.0
2023-05,3922,000-000-9419,1.0,28.0,28.0,2767.66,28.0,28.0,96.11,1.0,opera x 55 grs,385.0537004069371,11088.312605017827
2023-06,3922,000-000-9419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,opera x 55 grs,0.0,0.0
2023-07,3922,000-000-9419,2.0,8.0,8.0,1064.14,4.0,4.0,122.1463,1.0,opera x 55 grs,444.32079857424185,3870.928014968884
2023-08,3922,000-000-9419,2.0,12.0,12.0,1644.0800000000002,6.0,6.0,127.64285,1.0,opera x 55 grs,401.6566718426418,5173.46409174545
2023-09,3922,000-000-9419,4.0,20.0,20.0,3107.11,5.0,5.0,141.6272,1.0,opera x 55 grs,389.90511411405953,8553.993012041019
2023-10,3922,000-000-9419,1.0,4.0,4.0,645.11,4.0,4.0,148.097,1.0,opera x 55 grs,378.56705820022233,1649.0367456163556
2023-11,3922,000-000-9419,2.0,16.0,16.0,2844.92,8.0,8.0,163.277,1.0,opera x 55 grs,360.7349426515385,6285.404882795588
2023-12,3922,000-000-9419,1.0,8.0,8.0,2230.43,8.0,8.0,256.0182,1.0,opera x 55 grs,436.1080104910767,3799.372036205286
2024-01,3922,000-000-9419,1.0,4.0,4.0,1449.79,4.0,4.0,299.5413,1.0,opera x 55 grs,423.79267649095897,2051.1708550701605
2024-02,3922,000-000-9419,4.0,16.0,16.0,5799.16,4.0,4.0,299.5413,1.0,opera x 55 grs,378.72446513937354,7332.156765219519
2024-03,3922,000-000-9419,5.0,32.0,32.0,11598.26,6.4,6.4,299.5413,1.0,opera x 55 grs,342.73707252431996,13270.803320863999
2024-04,3922,000-000-9419,3.0,18.0,18.0,6524.02,6.0,6.0,299.5413,1.0,opera x 55 grs,323.33686087199993,7042.288148799999
2024-05,3922,000-000-9419,2.0,16.0,16.0,5302.22,8.0,8.0,308.42155,1.0,opera x 55 grs,317.6741965,5461.2866
2024-06,3922,000-000-9419,1.0,8.0,8.0,2690.0,8.0,8.0,317.3018,1.0,opera x 55 grs,317.3018,2690.0
2022-01,3922,000-000-9461,1.0,3.0,3.0,206.47,3.0,3.0,63.2008,1.0,criollitas mas x 169 grs,702.3356894890712,2294.4527570665014
2022-02,3922,000-000-9461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,criollitas mas x 169 grs,0.0,0.0
2022-03,3922,000-000-9461,1.0,6.0,6.0,412.95,6.0,6.0,63.2008,1.0,criollitas mas x 169 grs,609.454780882568,3982.138703393888
2022-04,3922,000-000-9461,2.0,12.0,12.0,925.01,6.0,6.0,70.785,1.0,criollitas mas x 169 grs,644.5612440755937,8423.05003012453
2022-05,3922,000-000-9461,2.0,12.0,12.0,961.8499999999999,6.0,6.0,73.6035,1.0,criollitas mas x 169 grs,641.9791453142733,8389.378778462082
2022-06,3922,000-000-9461,2.0,12.0,12.0,998.68,6.0,6.0,76.422,1.0,criollitas mas x 169 grs,637.2490085754608,8327.547563321312
2022-07,3922,000-000-9461,1.0,3.0,3.0,249.67,3.0,3.0,76.422,1.0,criollitas mas x 169 grs,601.1783099768498,1964.0442366323844
2022-08,3922,000-000-9461,2.0,6.0,6.0,568.9300000000001,3.0,3.0,87.04845,1.0,criollitas mas x 169 grs,639.3762138769482,4178.825807478619
2022-09,3922,000-000-9461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,criollitas mas x 169 grs,0.0,0.0
2022-10,3922,000-000-9461,1.0,3.0,3.0,326.3,3.0,3.0,89.89,1.0,criollitas mas x 169 grs,582.663586082619,2115.0642801063364
2022-11,3922,000-000-9461,1.0,6.0,6.0,652.59,6.0,6.0,99.8768,1.0,criollitas mas x 169 grs,625.5049725773963,4087.0181068504703
2022-12,3922,000-000-9461,2.0,6.0,6.0,706.38,3.0,3.0,108.10945,1.0,criollitas mas x 169 grs,646.670609916416,4225.303018679291
2023-01,3922,000-000-9461,2.0,12.0,12.0,1468.16,6.0,6.0,112.3474,1.0,criollitas mas x 169 grs,629.2326349166259,8222.83546641216
2023-02,3922,000-000-9461,1.0,3.0,3.0,381.71,3.0,3.0,116.8414,1.0,criollitas mas x 169 grs,595.9950116521013,1947.0603390384197
2023-03,3922,000-000-9461,1.0,6.0,6.0,819.39,6.0,6.0,125.4036,1.0,criollitas mas x 169 grs,585.2423087118665,3823.9866745086765
2023-04,3922,000-000-9461,1.0,3.0,3.0,475.6,3.0,3.0,145.5782,1.0,criollitas mas x 169 grs,617.07043217021,2015.9522341954485
2023-05,3922,000-000-9461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,criollitas mas x 169 grs,0.0,0.0
2023-06,3922,000-000-9461,1.0,6.0,6.0,999.31,6.0,6.0,152.9409,1.0,criollitas mas x 169 grs,588.6072893438256,3845.9375504798154
2022-01,3922,000-999-202201327,1.0,2.0,2.0,970.57,2.0,2.0,401.06,4.0,rell miel,4456.885856294333,10785.717113508183
2022-02,3922,000-999-202201327,1.0,2.0,2.0,970.57,2.0,2.0,401.06,4.0,rell miel,4145.94033143659,10033.225221868077
2022-03,3922,000-999-202201327,1.0,1.0,1.0,485.28,1.0,1.0,401.06,4.0,rell miel,3867.4816524595058,4679.627727286563
2022-01,3922,000-999-202201336,1.0,2.0,2.0,1161.02,2.0,2.0,479.76,4.0,menta cristal,5331.46052564646,12902.143362277084
2022-02,3922,000-999-202201336,3.0,5.0,5.0,2902.54,1.6666666666666667,1.6666666666666667,479.76,4.0,menta cristal,4959.498163392057,30004.881188869393
2022-03,3922,000-999-202201336,1.0,1.0,1.0,580.51,1.0,1.0,479.76,4.0,menta cristal,4626.397540477665,5597.944881237889
2022-02,3922,000-999-202201347,1.0,2.0,2.0,697.3,2.0,2.0,288.14,4.0,mog moras,2978.6347357007403,7208.308465343674
2022-01,3922,000-999-202201370,3.0,6.0,6.0,5201.780000000001,2.0,2.0,716.5,4.0,turron arcor,7962.296703822096,57806.16294209031
2022-02,3922,000-999-202201370,1.0,1.0,1.0,866.97,1.0,1.0,716.5,4.0,turron arcor,7406.787631462415,8962.264721352367
2022-02,3922,000-999-202201392,2.0,2.0,2.0,969.82,1.0,1.0,400.75,4.0,m plus zero cherry,4142.735719900297,10025.472129441563
2022-01,3922,000-999-202201400,2.0,8.0,8.0,1755.97,4.0,4.0,181.4,4.0,barra nb al mani,2015.855718176313,19513.683381731313
2022-02,3922,000-999-202201400,2.0,8.0,8.0,1755.96,4.0,4.0,181.4,4.0,barra nb al mani,1875.2146215593611,18152.160236347165
2022-01,3922,000-999-202201401,1.0,4.0,4.0,877.98,4.0,4.0,181.4,4.0,barra nb choco,2015.855718176313,9756.786127036601
2022-02,3922,000-999-202201401,2.0,8.0,8.0,1755.96,4.0,4.0,181.4,4.0,barra nb choco,1875.2146215593611,18152.160236347165
2022-01,3922,000-999-202201602,1.0,1.0,1.0,375.2,1.0,1.0,310.08,4.0,merengadas,3445.8464227790028,4169.509732413189
2022-02,3922,000-999-202201602,2.0,2.0,2.0,750.39,1.0,1.0,310.08,4.0,merengadas,3205.4385328176772,7757.124034575132
2022-03,3922,000-999-202201602,1.0,1.0,1.0,375.2,1.0,1.0,310.08,4.0,merengadas,2990.147885091117,3618.109799039561
2022-02,3922,000-999-202201603,1.0,1.0,1.0,372.22,1.0,1.0,307.62,4.0,rumba,3180.008389658714,3847.80808399573
2022-01,3922,000-999-202201604,1.0,1.0,1.0,375.2,1.0,1.0,310.08,4.0,sonrisas,3445.8464227790028,4169.509732413189
2022-02,3922,000-999-202201604,2.0,2.0,2.0,750.4,1.0,1.0,310.08,4.0,sonrisas,3205.4385328176772,7757.227409140819
2022-01,3922,000-999-202201605,1.0,1.0,1.0,333.67,1.0,1.0,275.76,4.0,opera 55g,3064.4563001339584,3707.9965682684146
2022-02,3922,000-999-202201605,2.0,2.0,2.0,667.32,1.0,1.0,275.76,4.0,opera 55g,2850.657023380427,6898.391517414515
2022-03,3922,000-999-202201605,1.0,1.0,1.0,333.67,1.0,1.0,275.76,4.0,opera 55g,2659.194984496667,3217.6297885008807
2022-01,3922,000-999-202201606,1.0,3.0,3.0,3021.25,3.0,3.0,832.3,4.0,surt bagley,9249.154984774781,33574.44370749826
2022-02,3922,000-999-202201606,1.0,3.0,3.0,3021.25,3.0,3.0,832.3,4.0,surt bagley,8603.865102116075,31232.040658137925
2022-03,3922,000-999-202203402,1.0,2.0,2.0,750.39,2.0,2.0,310.08,4.0,merengadas,2990.147885091117,7236.12316658128
2022-03,3922,000-999-202203403,1.0,1.0,1.0,416.94,1.0,1.0,344.58,4.0,rumba,3322.836552646727,4020.6148710329285
2022-03,3922,000-999-202204400,1.0,1.0,1.0,373.74,1.0,1.0,308.88,4.0,opera 55g,2978.5761053500523,3604.0308003545993
2022-04,3922,000-999-202204400,2.0,3.0,3.0,1121.23,1.5,1.5,308.88,4.0,opera 55g,2812.630883238954,10209.810040190407
2022-04,3922,000-999-202204600,4.0,5.0,5.0,5115.29,1.25,1.25,845.5,4.0,turron,7699.039794672804,46579.327346294325
2022-05,3922,000-999-202204600,1.0,2.0,2.0,2046.11,2.0,2.0,845.5,4.0,turron,7374.559190299621,17846.433240525083
2022-04,3922,000-999-202204622,3.0,3.0,3.0,1560.83,1.0,1.0,429.98,4.0,rell miel,3915.3555658349055,14212.76437932484
2022-05,3922,000-999-202204622,1.0,2.0,2.0,1040.55,2.0,2.0,429.98,4.0,rell miel,3750.3405803016335,9075.810248925216
2022-04,3922,000-999-202204666,2.0,3.0,3.0,2120.5,1.5,1.5,584.16,4.0,tab 7 mint,5319.303473040882,19309.06432241713
2022-04,3922,000-999-202204668,2.0,3.0,3.0,2120.5,1.5,1.5,584.16,4.0,tab 7 strong,5319.303473040882,19309.06432241713
2022-05,3922,000-999-202206318,1.0,2.0,2.0,1142.36,2.0,2.0,472.05,4.0,rell miel,4117.280503584785,9963.81009654722
2022-06,3922,000-999-202206318,3.0,5.0,5.0,2855.8999999999996,1.6666666666666667,1.6666666666666667,472.05,4.0,rell miel,3936.2146305781885,23814.0776686119
2022-07,3922,000-999-202206318,1.0,2.0,2.0,1142.36,2.0,2.0,472.05,4.0,rell miel,3713.4100288473473,8986.444403249772
2022-05,3922,000-999-202206323,1.0,2.0,2.0,1406.7,2.0,2.0,581.28,4.0,menta cristal,5069.998540671038,12269.41740153102
2022-06,3922,000-999-202206323,1.0,4.0,4.0,2813.39,4.0,4.0,581.28,4.0,menta cristal,4847.034933719922,23459.605718721257
2022-07,3922,000-999-202206323,1.0,2.0,2.0,1406.7,2.0,2.0,581.28,4.0,menta cristal,4572.674465773511,11065.891086917833
2022-06,3922,000-999-202206332,1.0,2.0,2.0,884.03,2.0,2.0,365.3,4.0,mog moras,3046.073942485356,7371.532295032382
2022-05,3922,000-999-202206345,1.0,2.0,2.0,2225.19,2.0,2.0,919.5,4.0,turron,8019.99665935009,19408.39191562722
2022-06,3922,000-999-202206345,1.0,2.0,2.0,2225.19,2.0,2.0,919.5,4.0,turron,7667.300821558403,18554.867988171336
2022-06,3922,000-999-202206352,2.0,3.0,3.0,1251.3600000000001,1.5,1.5,344.73,4.0,m plus strong,2874.549877341847,10434.533503061799
2022-06,3922,000-999-202206353,2.0,3.0,3.0,1251.37,1.5,1.5,344.73,4.0,m plus miel,2874.549877341847,10434.61688860635
2022-05,3922,000-999-202206358,1.0,2.0,2.0,1141.47,2.0,2.0,471.68,4.0,m plus zero strong,4114.053316239533,9956.047402662694
2022-06,3922,000-999-202206358,1.0,1.0,1.0,570.73,1.0,1.0,471.68,4.0,m plus zero strong,3933.1293654297638,4759.06318421754
2022-06,3922,000-999-202206370,1.0,1.0,1.0,720.15,1.0,1.0,595.16,4.0,tab tl 7 mint,4962.774069558129,6005.009990913849
2022-06,3922,000-999-202206372,2.0,3.0,3.0,2160.43,1.5,1.5,595.16,4.0,tab tl 7 strong,4962.774069558129,18014.863201652443
2022-06,3922,000-999-202206500,2.0,2.0,2.0,835.0,1.0,1.0,345.04,4.0,opera 55g,2877.13482922296,6962.692970093819
2022-06,3922,000-999-202206501,1.0,3.0,3.0,3459.58,3.0,3.0,953.05,4.0,surt bagley,7947.059323530436,28847.89622212835
2022-06,3922,000-999-202206512,2.0,2.0,2.0,890.94,1.0,1.0,368.16,4.0,sonrisas,3069.9222082272345,7429.15170631783
2022-06,3922,000-999-202206513,1.0,1.0,1.0,445.47,1.0,1.0,368.16,4.0,merengadas,3069.9222082272345,3714.575853158915
2022-07,3922,000-999-202208317,1.0,2.0,2.0,1233.11,2.0,2.0,509.55,4.0,rell miel,4008.406059102141,9700.334796466374
2022-08,3922,000-999-202208317,2.0,3.0,3.0,1849.6699999999998,1.5,1.5,509.55,4.0,rell miel,3742.6760589189003,13585.93980159066
2022-08,3922,000-999-202208344,1.0,2.0,2.0,2233.66,2.0,2.0,923.0,4.0,turron,6779.491713045128,16406.369945569208
2022-08,3922,000-999-202208374,1.0,2.0,2.0,1567.5,2.0,2.0,647.73,4.0,tp 7 mint,4757.616649285721,11513.383813865914
2022-07,3922,000-999-202208376,1.0,2.0,2.0,1567.51,2.0,2.0,647.73,4.0,tp 7 sgrong,5095.407431385006,12330.912730258458
2022-08,3922,000-999-202208376,1.0,2.0,2.0,1567.51,2.0,2.0,647.73,4.0,tp 7 sgrong,4757.616649285721,11513.457264480356
