cliente,SKU,metric,HistoricAverage,AutoARIMA,AutoLightGBM
6822,000-000-6140,smape,0.3673550391816645,0.3673550391816645,0.42602495543672014
6822,000-000-6596,smape,0.3782967032967033,0.24074074074074073,0.30026455026455023
6831,000-000-12490,smape,0.16296296296296295,0.16296296296296295,0.2115079365079365
6831,000-000-12496,smape,0.3333333333333333,0.3333333333333333,0.20000000000000004
6831,000-000-12504,smape,0.15714285714285714,0.15714285714285714,0.17936507936507937
6831,000-000-12963,smape,0.2507575757575758,0.2507575757575758,0.2507575757575758
6831,000-000-13088,smape,0.30158730158730157,0.25555555555555554,0.16666666666666666
6883,000-000-11283,smape,0.3808857808857809,0.3808857808857809,0.16865079365079363
6883,000-000-3871,smape,0.25,0.25,0.12087912087912088
6901,000-000-4053,smape,0.15325877825877826,0.24743589743589745,0.12222222222222223
6901,000-000-4056,smape,0.32861311527978193,0.2843888567572778,0.1641711229946524
6901,000-000-6140,smape,0.3355988163290395,0.46113984055160523,0.414781746031746
6901,000-000-6596,smape,0.24047619047619048,0.24047619047619048,0.20432900432900433
6929,000-000-13612,smape,0.07911428900934149,0.07911428900934149,0.07936507936507936
6929,000-000-5312,smape,0.23401239283592223,0.23401239283592223,0.2600371120107962
6975,000-000-1009,smape,0.19220291720291718,0.19220291720291718,0.23912408215979644
6975,000-000-4056,smape,0.23753196930946294,0.23753196930946294,0.16891587944219522
6975,000-000-6140,smape,0.23282238916913842,0.23282238916913842,0.2242820360467419
7031,000-000-10340,smape,0.19761072261072263,0.19634809634809636,0.31842231842231844
7031,000-000-10341,smape,0.18658008658008654,0.18658008658008654,0.25555555555555554
7031,000-000-11283,smape,0.164021164021164,0.164021164021164,0.048484848484848485
7031,000-000-11586,smape,0.22648902821316616,0.22648902821316616,0.3080246913580247
7031,000-000-13784,smape,0.3333333333333333,0.21587301587301586,0.23174603174603173
7031,000-000-3313,smape,0.12380952380952381,0.12380952380952381,0.23424443617109292
7031,000-000-3465,smape,0.14791663184636727,0.14444444444444446,0.15299145299145298
7031,000-000-3466,smape,0.10577415416125095,0.10577415416125095,0.08609262301769645
7031,000-000-4053,smape,0.30314448912980124,0.43288574663821405,0.24838305682782333
7031,000-000-4056,smape,0.3253967413820535,0.3253967413820535,0.2539492246173832
7031,000-000-5312,smape,0.10311307985726591,0.10311307985726591,0.07629005661135645
7031,000-000-6072,smape,0.20802005012531324,0.19886254096780412,0.1801994301994302
7031,000-000-6074,smape,0.29497354497354494,0.29497354497354494,0.2262178825646318
7031,000-000-6140,smape,0.2528891398456616,0.2528891398456616,0.32105966788629325
710,000-000-13612,smape,0.14415503553829223,0.14624143600692838,0.34095126754653865
710,000-000-13784,smape,0.12576576576576579,0.12576576576576579,0.15279503105590062
7132,000-000-6596,smape,0.18095238095238098,0.18095238095238098,0.18095238095238098
7201,000-000-10130,smape,0.138375350140056,0.138375350140056,0.09038288288288288
7201,000-000-10174,smape,0.11253561253561255,0.11253561253561255,0.1111111111111111
7201,000-000-11646,smape,0.17157275021026075,0.17157275021026075,0.17527454580086158
7201,000-000-12882,smape,0.15656289834644058,0.15656289834644058,0.13000661719284953
7201,000-000-13099,smape,0.17889135426383962,0.1886393452726457,0.13298101208528498
7201,000-000-13287,smape,0.27955438515874,0.2990958208536058,0.31188305084337004
7201,000-000-13348,smape,0.2333333333333333,0.2333333333333333,0.10476190476190476
7201,000-000-3176,smape,0.2900237017884077,0.3666666666666667,0.37625125551954824
7201,000-000-6020,smape,0.18095238095238098,0.22547303492539802,0.1484862519345278
7201,000-000-7198,smape,0.1714285714285714,0.1714285714285714,0.1714285714285714
7201,000-000-9341,smape,0.3446732773963895,0.3446732773963895,0.2357788410419989
7201,000-000-9419,smape,0.13665158371040723,0.13665158371040723,0.17286417286417288
7305,000-000-12625,smape,0.2349624060150376,0.2349624060150376,0.2277586011601357
7305,000-000-4303,smape,0.30204525667120546,0.2870431037935688,0.30171923842000564
7305,000-000-6140,smape,0.09117178292081861,0.1066844958149306,0.16127990103672046
7305,000-000-6596,smape,0.3077892960244368,0.3077892960244368,0.27579333082477736
7341,000-000-12490,smape,0.2916666666666667,0.2916666666666667,0.2087912087912088
7341,000-000-12963,smape,0.20910637798509654,0.20910637798509654,0.16888340417752182
7350,000-000-3113,smape,0.16033516033516035,0.07980456026058631,0.09560147623956199
7443,000-000-10057,smape,0.3508100813363971,0.19365079365079363,0.35507750665645404
7443,000-000-11554,smape,0.1746625624966639,0.20594674523981318,0.18504273504273505
7521,000-000-11646,smape,0.14761904761904762,0.14761904761904762,0.14757466352293938
7521,000-000-13889,smape,0.11597503373819162,0.11597503373819162,0.10404040404040404
7521,000-000-3176,smape,0.2222222222222222,0.49001053622362994,0.29786314992360235
7521,000-000-4013,smape,0.179757343550447,0.179757343550447,0.19036794575894142
7521,000-000-6020,smape,0.15238095238095237,0.15238095238095237,0.21016691437420354
7524,000-000-10057,smape,0.15238095238095237,0.15238095238095237,0.10180836707152496
7524,000-000-10129,smape,0.12768712768712767,0.12768712768712767,0.09700067476383267
7524,000-000-10130,smape,0.15616742023343674,0.15616742023343674,0.15779067300365476
7524,000-000-10204,smape,0.2943759009250382,0.31510226644555,0.21328635903103987
7524,000-000-10885,smape,0.20678850843324528,0.20678850843324528,0.20010361662746654
7524,000-000-11645,smape,0.18095238095238098,0.150997150997151,0.1251051051051051
7524,000-000-11646,smape,0.17545676003343116,0.17545676003343116,0.1465154507550821
7524,000-000-11803,smape,0.12727272727272726,0.0,0.03346938775510204
7524,000-000-11809,smape,0.138375350140056,0.15714285714285714,0.11197088383072211
7524,000-000-11828,smape,0.2702702702702703,0.25866495507060333,0.0329080273737141
7524,000-000-11878,smape,0.1647962071592423,0.11876957129468813,0.10714603247685679
7524,000-000-13348,smape,0.22539682539682537,0.22539682539682537,0.12845117845117845
7524,000-000-1693,smape,0.14285714285714285,0.14285714285714285,0.02666666666666667
7524,000-000-1999,smape,0.26476737772418835,0.26476737772418835,0.20904477727323145
7524,000-000-2001,smape,0.19059011164274323,0.19059011164274323,0.12698023224339014
7524,000-000-2170,smape,0.14285714285714285,0.14285714285714285,0.02666666666666667
7524,000-000-2528,smape,0.16815787803794657,0.16815787803794657,0.17211616734429994
7524,000-000-3176,smape,0.20593109335217152,0.20593109335217152,0.21800848467515133
7524,000-000-4013,smape,0.21636063692002527,0.3178266178266178,0.22438101474305452
7524,000-000-6020,smape,0.20332991138329382,0.21356421356421354,0.18056384463758357
7524,000-000-7198,smape,0.07936507936507936,0.07936507936507936,0.07936507936507936
7524,000-000-9341,smape,0.2367889420520999,0.2367889420520999,0.2248196248196248
7524,000-000-9419,smape,0.2189614307261366,0.22848524024994613,0.20158730158730157
7543,000-000-1009,smape,0.2173178709485578,0.39144350947756523,0.2778008435023429
7543,000-000-11283,smape,0.17967140072403232,0.17967140072403232,0.17887564475586257
7543,000-000-13324,smape,0.10317460317460318,0.10317460317460318,0.10317460317460318
7543,000-000-13340,smape,0.13080065359477125,0.13080065359477125,0.2083028083028083
7543,000-000-13358,smape,0.07515873015873016,0.07515873015873016,0.10312314602932453
7543,000-000-13359,smape,0.18670246162506224,0.11250386442202298,0.12937370600414078
7543,000-000-13360,smape,0.17936507936507937,0.2662337662337662,0.17936507936507937
7543,000-000-3465,smape,0.173994708994709,0.17764809902740938,0.17984266221108325
7543,000-000-3466,smape,0.14935064935064934,0.15838896208461425,0.14048481711525188
7543,000-000-4056,smape,0.13076923076923078,0.13076923076923078,0.19047619047619047
7543,000-000-5312,smape,0.22188513664486206,0.22188513664486206,0.22188513664486206
7543,000-000-6072,smape,0.16666666666666666,0.16666666666666666,0.0
7543,000-000-6140,smape,0.2313888888888889,0.18878509404825194,0.2022860354968198
7543,000-000-6596,smape,0.21932748538011695,0.15284160284160284,0.18081077872744541
7543,000-000-7463,smape,0.17094017094017092,0.17094017094017092,0.16666666666666666
7554,000-000-12450,smape,0.10028011204481792,0.13557422969187674,0.11452991452991453
7554,000-000-13348,smape,0.12498743086978381,0.12498743086978381,0.16163003663003664
7554,000-000-1732,smape,0.32996632996632996,0.4836056644880174,0.4246031746031746
7554,000-000-1999,smape,0.08288288288288288,0.08288288288288288,0.09813664596273292
7554,000-000-3176,smape,0.1619047619047619,0.1619047619047619,0.15515730734180558
7554,000-000-5044,smape,0.1111111111111111,0.1111111111111111,0.2222222222222222
7554,000-000-9419,smape,0.15343915343915343,0.3747297536771221,0.15934065934065933
7629,000-000-11913,smape,0.2053879233749156,0.2053879233749156,0.13441175375109782
7629,000-000-3312,smape,0.5553429027113238,0.5553429027113238,0.14763107263107264
7629,000-000-3313,smape,0.16239586957050808,0.16239586957050808,0.11960620025136154
7634,000-000-12976,smape,0.5222869334563488,0.5222869334563488,0.19614589958950293
7634,000-000-6140,smape,0.12741221332902147,0.13268964151317095,0.18734367889032044
763,000-000-13162,smape,0.17119565217391305,0.17119565217391305,0.20031729328959588
7672,000-000-6020,smape,0.17640692640692643,0.17640692640692643,0.21652421652421652
7672,000-000-9419,smape,0.3129324379324379,0.3129324379324379,0.2901912901912902
7678,000-000-6020,smape,0.21710526315789472,0.21710526315789472,0.07345064521535109
7698,000-000-13216,smape,0.4124347413383958,0.03333333333333333,0.10793650793650793
7806,000-000-6020,smape,0.1412920797767009,0.1412920797767009,0.12964545917332296
788,000-000-3092,smape,0.022099447513812154,0.21443736730360938,0.18220213860115006
8035,000-000-10173,smape,0.22222222222222224,0.22222222222222224,0.16122004357298472
8035,000-000-10174,smape,0.0,0.0,0.0
8035,000-000-1732,smape,0.19999999999999998,0.19999999999999998,0.2031746031746032
8035,000-000-3176,smape,0.18727713592925402,0.18727713592925402,0.18387024471748478
8035,000-000-3750,smape,0.08888888888888889,0.08888888888888889,0.12079124579124578
8035,000-000-6020,smape,0.13706293706293704,0.13706293706293704,0.1572670186277375
8035,000-000-7198,smape,0.2031746031746032,0.2031746031746032,0.2031746031746032
8035,000-000-8721,smape,0.1364796994738122,0.1364796994738122,0.1508628626275685
8035,000-000-9341,smape,0.20935672514619882,0.20935672514619882,0.20155945419103313
8035,000-000-9419,smape,0.3021848739495798,0.3272829131652661,0.1896184709483942
8120,000-000-3870,smape,0.23846153846153847,0.23846153846153847,0.17022702361577044
8120,000-000-3871,smape,0.3333333333333333,0.20714285714285716,0.14285714285714285
8120,000-000-6140,smape,0.2222222222222222,0.2222222222222222,0.196969696969697
8142,000-000-11661,smape,0.2156545209176788,0.2073385126016705,0.17950342687184792
8177,000-000-13358,smape,0.08322649572649572,0.09421550671550671,0.08322649572649572
8177,000-000-13360,smape,0.21587301587301586,0.21587301587301586,0.14603174603174604
8177,000-000-13612,smape,0.45275039156458013,0.49265240472670807,0.48439845727772884
8177,000-000-13890,smape,0.29365079365079366,0.25555555555555554,0.07393162393162393
8177,000-000-3313,smape,0.14039855072463767,0.14039855072463767,0.13514682344218873
8177,000-000-6140,smape,0.15529127305443094,0.15529127305443094,0.18107448107448107
8224,000-000-3312,smape,0.2543861217106831,0.2543861217106831,0.18878207954846107
8246,000-000-13546,smape,0.2589436707083766,0.2589436707083766,0.21025733525733525
8246,000-000-13890,smape,0.4361111111111111,0.4361111111111111,0.38730158730158726
8246,000-000-6140,smape,0.24945054945054945,0.4466036718482864,0.2862250322776639
8248,000-000-13358,smape,0.3072649572649573,0.3072649572649573,0.29406995750245174
8248,000-000-6140,smape,0.23341867212834955,0.2121400482181467,0.1836057091071689
8248,000-000-7049,smape,0.23534268279907813,0.23534268279907813,0.40121819220074223
8257,000-000-10129,smape,0.1111111111111111,0.1111111111111111,0.014492753623188406
8257,000-000-10130,smape,0.14393939393939395,0.14393939393939395,0.19055330634278
8257,000-000-10173,smape,0.07566137566137567,0.14314986101229202,0.07566137566137567
8257,000-000-10174,smape,0.06362229102167183,0.09482038429406851,0.07922584238373712
8257,000-000-11784,smape,0.13705794276351102,0.13705794276351102,0.13915378986113
8257,000-000-12334,smape,0.3105738371903785,0.3105738371903785,0.29324584435009265
8257,000-000-12842,smape,0.20377757039091995,0.1988936988936989,0.2031168748281952
8257,000-000-12882,smape,0.31179027863342307,0.3554157349504598,0.2567136962415215
8257,000-000-13099,smape,0.3016327338254971,0.3016327338254971,0.15374364892479944
8257,000-000-13348,smape,0.302020202020202,0.9629629629629629,0.12337662337662336
8257,000-000-13889,smape,0.18282051282051281,0.2295751633986928,0.17049363605091158
8257,000-000-1999,smape,0.10774410774410774,0.10774410774410774,0.04750000000000001
8257,000-000-2001,smape,0.20000000000000004,0.1572705710636745,0.02666666666666667
8257,000-000-2170,smape,0.060215053763440864,0.060215053763440864,0.06032051282051282
8257,000-000-3176,smape,0.20661762246629298,0.3205861814227075,0.24774245615237023
8257,000-000-3612,smape,0.351200502451997,0.33099991357704606,0.3297837788589221
8257,000-000-3750,smape,0.35714285714285715,0.35714285714285715,0.19234360410830997
8257,000-000-3777,smape,0.11375661375661376,0.11375661375661376,0.11378294907706672
8257,000-000-4013,smape,0.21009237871890607,0.21009237871890607,0.27732920792817906
8257,000-000-6020,smape,0.4146341463414634,0.4146341463414634,0.22876007011157176
8257,000-000-8722,smape,0.23838383838383836,0.2482620320855615,0.08222222222222221
8257,000-000-9341,smape,0.1909502262443439,0.1909502262443439,0.1253968253968254
8257,000-000-9419,smape,0.24760560789972552,0.24760560789972552,0.17936507936507937
8257,000-000-9919,smape,0.30844340844340845,0.30844340844340845,0.2129911308535619
8582,000-000-10173,smape,0.12894975394975394,0.15007215007215005,0.12894975394975394
8666,000-000-11283,smape,0.2698412698412698,0.19452442981854745,0.15645095645095644
8666,000-000-13890,smape,0.09427609427609428,0.30158730158730157,0.27777777777777773
8666,000-000-3313,smape,0.19718850252293207,0.19718850252293207,0.18487654320987654
8666,000-000-3870,smape,0.14285714285714285,0.14285714285714285,0.0
8666,000-000-5312,smape,0.14113337642749407,0.14113337642749407,0.13132945485886663
8666,000-000-6973,smape,0.24603174603174602,0.24603174603174602,0.15714285714285714
871,000-000-3313,smape,0.34058534058534057,0.25,0.22252077424491215
901,000-000-10057,smape,0.14759902278825746,0.14759902278825746,0.1460574513206092
901,000-000-10174,smape,0.18059718059718058,0.18059718059718058,0.1647241647241647
901,000-000-7198,smape,0.30158730158730157,0.30158730158730157,0.16666666666666666
9093,000-000-1009,smape,0.15789473684210525,0.0,0.017296280214213342
9093,000-000-11664,smape,0.29515538527032775,0.29515538527032775,0.13510036425637448
9093,000-000-12625,smape,0.12538923065238852,0.12538923065238852,0.1859849725703384
9093,000-000-13181,smape,0.19568375181572942,0.19568375181572942,0.14993841180075237
9093,000-000-13323,smape,0.16591478696741854,0.16591478696741854,0.1825814536340852
9093,000-000-13324,smape,0.19097186700767266,0.19097186700767266,0.17626598465473145
9093,000-000-13325,smape,0.17890837494418058,0.17890837494418058,0.16635338345864661
9093,000-000-13340,smape,0.12280701754385964,0.12280701754385964,0.13641051426895345
9093,000-000-13349,smape,0.10723708980666981,0.14220918185916817,0.07832625525560509
9093,000-000-13364,smape,0.23362342305876002,0.23362342305876002,0.13632167290703875
9093,000-000-13609,smape,0.2515873015873016,0.2515873015873016,0.14689966466282256
9093,000-000-13612,smape,0.20243260537378185,0.20243260537378185,0.2124779472429372
9093,000-000-3465,smape,0.31094340220879974,0.31094340220879974,0.16784244975382775
9093,000-000-3466,smape,0.12060041407867494,0.12060041407867494,0.0729666543620032
9093,000-000-6140,smape,0.359253977818051,0.9487179487179488,0.1528194744229042
9093,000-000-6973,smape,0.20634920634920637,0.20634920634920637,0.06666666666666667
9093,000-000-7049,smape,0.19515151515151516,0.19515151515151516,0.26299553490086663
9093,000-000-7167,smape,0.14285714285714285,0.14285714285714285,0.0
9155,000-000-11283,smape,0.18181818181818185,0.18181818181818185,0.018518518518518517
9155,000-000-13342,smape,0.3548387096774193,0.3548387096774193,0.030139451192082767
9155,000-000-3465,smape,0.16666666666666666,0.16666666666666666,0.13787737317149082
9155,000-000-3870,smape,0.10796221322537113,0.10796221322537113,0.0951417004048583
9155,000-000-5312,smape,0.24456700221317915,0.24456700221317915,0.07968696250429996
9155,000-000-6074,smape,0.17445054945054947,0.1882531719488241,0.1597222222222222
9155,000-000-6140,smape,0.12551892551892552,0.11163003663003664,0.19148629148629148
9158,000-000-3313,smape,0.31486383018328606,0.2953297575939085,0.27208290541623875
9158,000-000-4053,smape,0.1986161986161986,0.1986161986161986,0.19882568411980175
9158,000-000-4056,smape,0.33687363834422657,0.33687363834422657,0.2912698412698413
9158,000-000-7049,smape,0.4149143610013175,0.4149143610013175,0.32591706539074955
9158,000-000-7167,smape,0.2115079365079365,0.2115079365079365,0.2115079365079365
9521,000-000-12489,smape,0.25963557140027727,0.25963557140027727,0.27324989824989826
9521,000-000-12490,smape,0.20725461901932488,0.20725461901932488,0.19326599326599325
9521,000-000-3871,smape,0.14285714285714285,0.14285714285714285,0.05128205128205129
9521,000-000-5312,smape,0.4201631701631701,0.19108669108669107,0.14346764346764349
9521,000-000-6140,smape,0.19218559218559217,0.19218559218559217,0.12481962481962482
9521,000-000-6596,smape,0.16666666666666666,0.16666666666666666,0.13809523809523808
9521,000-000-6973,smape,0.21428571428571427,0.21428571428571427,0.12380952380952381
9521,000-000-7049,smape,0.17186147186147185,0.17186147186147185,0.1770815250269602
9524,000-000-12625,smape,0.24009324009324007,0.212204971629366,0.07692372227255949
9524,000-000-12626,smape,0.2108262108262108,0.2108262108262108,0.08385990054936704
9524,000-000-3465,smape,0.0975844956135193,0.0975844956135193,0.09403711043055306
9524,000-000-5312,smape,0.16917293233082706,0.16917293233082706,0.16390316794765733
9524,000-000-6140,smape,0.1704204204204204,0.04158249158249158,0.05924034146188369
9524,000-000-6973,smape,0.12380952380952381,0.14761904761904762,0.12380952380952381
9524,000-000-7167,smape,0.20899470899470898,0.20899470899470898,0.1919006919006919
9546,000-000-10341,smape,0.2710955710955711,0.2710955710955711,0.19999999999999998
9546,000-000-10342,smape,0.2710955710955711,0.2710955710955711,0.22393162393162394
9546,000-000-11283,smape,0.1751605033720074,0.2317860067860068,0.19670384634309837
9546,000-000-11586,smape,0.11282051282051282,0.11282051282051282,0.20093795093795094
9546,000-000-11905,smape,0.24050632911392408,0.24050632911392408,0.15773958639849636
9546,000-000-11913,smape,0.2278468899521531,0.2278468899521531,0.25256584601244797
9546,000-000-12490,smape,0.1574074074074074,0.1574074074074074,0.12169312169312169
9546,000-000-12497,smape,0.20370370370370372,0.20370370370370372,0.09523809523809523
9546,000-000-13017,smape,0.22020202020202018,0.22020202020202018,0.16017316017316016
9546,000-000-13324,smape,0.14019155795471586,0.24204340980656772,0.12947031039136303
9546,000-000-13325,smape,0.09722222222222221,0.09722222222222221,0.13563824090139878
9546,000-000-13326,smape,0.2072199730094467,0.1871698476961635,0.14219367588932805
9546,000-000-3274,smape,0.20000000000000004,0.20000000000000004,0.09091871075183013
9546,000-000-3313,smape,0.1111111111111111,0.1111111111111111,0.08676233210419536
9546,000-000-3465,smape,0.18744025567494163,0.2790907050685892,0.25155412859087317
9546,000-000-3466,smape,0.15942028985507245,0.15942028985507245,0.14309385726121435
9546,000-000-5312,smape,0.29976396538158934,0.29976396538158934,0.2546353464386251
9546,000-000-6140,smape,0.222546456824212,0.2786473429951691,0.17988001210961366
9546,000-000-6973,smape,0.23809523809523805,0.10000000000000002,0.16511224907027008
9571,000-000-6140,smape,0.2222222222222222,0.1851851851851852,0.05681818181818182
9571,000-000-6596,smape,0.32107843137254904,0.32107843137254904,0.3540903540903541
964,000-000-10173,smape,0.2962962962962963,0.2962962962962963,0.19999999999999998
964,000-000-13099,smape,0.3601956195805898,0.3601956195805898,0.1819214348508292
964,000-000-3176,smape,0.1794871794871795,0.1794871794871795,0.031016042780748664
964,000-000-3777,smape,0.17976190476190476,0.17976190476190476,0.17976190476190476
964,000-000-6020,smape,0.05555555555555555,0.05555555555555555,0.05555555555555555
964,000-000-8721,smape,0.12768712768712767,0.12768712768712767,0.08888888888888889
964,000-000-9419,smape,0.23271748890943936,0.23271748890943936,0.3499772558596088
9650,000-000-13612,smape,0.1744353334094644,0.17902119122151028,0.19122671118583123
9666,000-000-12625,smape,0.2752402858785838,0.5169006023602907,0.2312112678067708
9666,000-000-13296,smape,0.2222222222222222,0.2222222222222222,0.17975083313957996
9666,000-000-13612,smape,0.14098022336178745,0.14098022336178745,0.29244539898430366
9666,000-000-13784,smape,0.15951417004048582,0.13265044776920418,0.15319627319627319
9666,000-000-6140,smape,0.17556582225451622,0.1823415746226806,0.1453859170520364
9666,000-000-7049,smape,0.2772211678509953,0.28065028496683175,0.15295963485950648
970,000-000-6140,smape,0.1061624649859944,0.1061624649859944,0.1061624649859944
9743,000-000-10057,smape,0.15132870052506894,0.22179353254926906,0.15197426641685413
9743,000-000-10130,smape,0.3091751615595726,0.2611069645552404,0.23019225725756018
9743,000-000-10204,smape,0.3,0.14792157649300505,0.17542908762420958
9743,000-000-11646,smape,0.17505912292658768,0.17505912292658768,0.24665538510588725
9743,000-000-11803,smape,0.1111111111111111,0.08261475853040781,0.02666666666666667
9743,000-000-11809,smape,0.09433962264150945,0.09433962264150945,0.02666666666666667
9743,000-000-11827,smape,0.3283582089552239,0.3283582089552239,0.19538476965528695
9743,000-000-11828,smape,0.23392286951041266,0.23392286951041266,0.17837588363429693
9743,000-000-11834,smape,0.3055567840300915,0.15215041485879577,0.20495528212326042
9743,000-000-11857,smape,0.18424932318961976,0.2894680394680395,0.23693016660080513
9743,000-000-11878,smape,0.17000119413354756,0.18546262041044256,0.17646729794559282
9743,000-000-12102,smape,0.07692307692307693,0.07692307692307693,0.0
9743,000-000-1732,smape,0.1501942501942502,0.12163299663299663,0.1298941798941799
9743,000-000-1782,smape,0.0925925925925926,0.0925925925925926,0.061205696985616516
9743,000-000-2170,smape,0.08288288288288288,0.08288288288288288,0.09089026915113872
9743,000-000-2624,smape,0.19438431938431935,0.19438431938431935,0.2123421817837788
9743,000-000-2631,smape,0.19937601641395633,0.19937601641395633,0.22078836848343017
9743,000-000-3176,smape,0.28094208123047343,0.46492291502559535,0.25031586208056794
9743,000-000-3442,smape,0.06046482617922339,0.06046482617922339,0.07163828975934494
9743,000-000-4013,smape,0.17004808131964436,0.17004808131964436,0.18515091272879305
9743,000-000-4682,smape,0.2435546932416145,0.33111452466291175,0.26818115244265367
9743,000-000-6020,smape,0.17058984580162515,0.17058984580162515,0.2053863905136227
9743,000-000-7198,smape,0.39362041467304626,0.33283056812468576,0.2949134199134199
9743,000-000-9419,smape,0.24006734006734007,0.24006734006734007,0.21897313213102687
1299,000-000-10340,mase,0.5384615384615384,0.5384615384615384,0.25641025641025644
1299,000-000-11283,mase,0.8082191780821919,0.5205479452054794,0.27397260273972607
1299,000-000-12976,mase,0.7547169811320755,0.7547169811320755,0.38364779874213834
1299,000-000-5312,mase,1.213114754098361,1.213114754098361,1.2459016393442623
1299,000-000-6973,mase,0.6875,0.6302083333333333,0.34375
1299,000-000-7049,mase,0.8178694158075601,0.8178694158075601,0.37800687285223367
1339,000-000-13358,mase,2.5999999999999996,3.0,2.8000000000000003
1339,000-000-4848,mase,1.5,1.5,1.5
1339,000-000-6140,mase,2.3333333333333335,2.3333333333333335,1.6666666666666667
1339,000-000-6596,mase,1.8333333333333333,1.9166666666666667,1.8333333333333333
1353,000-000-10130,mase,0.631578947368421,0.631578947368421,0.6754385964912281
1353,000-000-10204,mase,0.2213114754098361,0.29508196721311475,0.24590163934426232
1353,000-000-10885,mase,1.0288461538461537,1.0288461538461537,0.7724358974358974
1353,000-000-11827,mase,0.5674074074074075,1.9007407407407408,0.9170370370370371
1353,000-000-11828,mase,0.7058242843040474,0.8519249753208292,0.7611056268509377
1353,000-000-13315,mase,0.8888888888888888,1.1111111111111112,0.4444444444444444
1353,000-000-13451,mase,1.375,1.125,1.125
1353,000-000-1732,mase,0.8461538461538461,0.8461538461538461,0.6923076923076924
1353,000-000-2624,mase,0.42424242424242425,1.1272727272727272,0.4636363636363636
1353,000-000-3176,mase,1.090909090909091,1.090909090909091,1.2954545454545454
1353,000-000-8721,mase,0.29411764705882354,0.29411764705882354,0.6470588235294117
1353,000-000-8722,mase,0.2857142857142857,0.2857142857142857,0.5357142857142857
1376,000-000-1009,mase,0.5,0.5,0.06481481481481483
1376,000-000-13784,mase,0.7894736842105263,0.7894736842105263,0.8947368421052633
1376,000-000-3465,mase,0.72,0.72,0.3
1422,000-000-3465,mase,0.7777777777777778,0.7777777777777778,0.1851851851851852
1574,000-000-13296,mase,1.7023809523809523,1.7023809523809523,1.9642857142857144
1594,000-000-5312,mase,0.9166666666666666,0.9166666666666666,1.1944444444444444
1745,000-000-12963,mase,1.3953488372093024,0.5581395348837209,0.5581395348837209
1745,000-000-13575,mase,0.7000000000000001,0.7000000000000001,0.3
1834,000-000-13180,mase,0.787037037037037,0.787037037037037,0.7037037037037037
1834,000-000-13612,mase,0.4340175953079179,0.5043988269794721,0.6158357771260997
1834,000-000-3101,mase,0.9090909090909091,0.9090909090909091,1.393939393939394
1883,000-000-6140,mase,0.5333333333333333,0.5333333333333333,0.5333333333333333
1883,000-000-6596,mase,0.4090909090909091,0.4090909090909091,0.5
1923,000-000-10130,mase,1.0,1.0,0.22916666666666666
1923,000-000-10131,mase,0.5454545454545454,0.5,0.21212121212121213
1923,000-000-11554,mase,0.7916666666666666,0.7916666666666666,0.4375
1923,000-000-13348,mase,0.3902439024390244,0.3902439024390244,0.3902439024390244
1923,000-000-2170,mase,1.0909090909090908,1.0909090909090908,0.4848484848484848
1923,000-000-3176,mase,0.3793103448275862,0.3793103448275862,0.3448275862068966
1923,000-000-3777,mase,0.4801587301587301,0.4801587301587301,1.003968253968254
1923,000-000-4680,mase,0.4888888888888889,0.4888888888888889,1.2444444444444445
1923,000-000-6020,mase,0.8095238095238095,0.8095238095238095,0.6666666666666667
1944,000-000-3313,mase,2.475524475524476,2.3916083916083917,2.5034965034965033
1944,000-000-6140,mase,0.8838383838383839,1.6919191919191918,1.1363636363636365
1952,000-000-11283,mase,1.1940298507462688,1.1940298507462688,1.1940298507462688
1952,000-000-11586,mase,0.9375,0.8854166666666666,0.5208333333333334
1952,000-000-6140,mase,1.0,1.0,0.39999999999999997
2079,000-000-4013,mase,0.9422222222222223,0.8711111111111111,0.6222222222222222
2079,000-000-6020,mase,0.7129629629629629,0.4583333333333333,0.5856481481481481
2133,000-000-3313,mase,0.6185567010309279,0.6185567010309279,0.37800687285223367
2182,000-000-13612,mase,0.3877551020408163,1.129251700680272,1.1473922902494331
2252,000-000-0299,mase,1.0303030303030303,1.0303030303030303,0.30303030303030304
2259,000-000-10173,mase,1.3968253968253967,1.4841269841269842,1.3968253968253967
2259,000-000-10174,mase,1.5873015873015872,1.4285714285714286,1.8253968253968254
2259,000-000-3176,mase,0.48437500000000006,0.48437500000000006,0.296875
2259,000-000-3777,mase,0.7619047619047619,0.7619047619047619,0.38095238095238093
2259,000-000-8721,mase,0.48648648648648646,0.48648648648648646,0.5675675675675675
2259,000-000-8722,mase,0.3819444444444444,0.3819444444444444,0.5347222222222222
2259,000-000-9341,mase,1.2307692307692308,1.2307692307692308,1.1153846153846154
2314,000-000-5312,mase,0.31025641025641026,0.31025641025641026,0.28205128205128205
2314,000-000-6140,mase,0.8333333333333334,0.7222222222222222,0.6666666666666666
2340,000-000-9341,mase,0.8387096774193548,0.8387096774193548,0.4193548387096774
2637,000-000-6140,mase,1.2307692307692308,1.1282051282051282,1.5384615384615385
2637,000-000-7049,mase,0.39106145251396646,0.3575418994413408,0.3798882681564246
27135,000-000-3176,mase,0.5805555555555556,0.5805555555555556,0.6722222222222223
27135,000-000-6020,mase,0.6521739130434783,1.07487922705314,0.7246376811594203
27135,000-000-9341,mase,0.48648648648648646,0.48648648648648646,0.7027027027027026
