cliente,SKU,Fecha,cliente_cluster,pred_cantidad_unidades
4627,000-000-10173,2024-07-01,4,6.565267500639555
4627,000-000-10173,2024-08-01,4,6.508014143994538
4627,000-000-10173,2024-09-01,4,6.784097442112948
4627,000-000-10173,2024-10-01,4,6.714734418337768
4627,000-000-10173,2024-11-01,4,6.475366010040567
4627,000-000-10173,2024-12-01,4,5.851391344642133
4627,000-000-10174,2024-07-01,4,5.013425178997444
4627,000-000-10174,2024-08-01,4,5.564150815146959
4627,000-000-10174,2024-09-01,4,5.676292936018278
4627,000-000-10174,2024-10-01,4,5.708370594692871
4627,000-000-10174,2024-11-01,4,5.969342912990188
4627,000-000-10174,2024-12-01,4,5.674770667984848
4627,000-000-10885,2024-07-01,4,132.52725859221357
4627,000-000-10885,2024-08-01,4,133.92621115343832
4627,000-000-10885,2024-09-01,4,133.23429331708462
4627,000-000-10885,2024-10-01,4,132.117987081317
4627,000-000-10885,2024-11-01,4,126.19090320441126
4627,000-000-10885,2024-12-01,4,117.08497940756301
4627,000-000-11827,2024-07-01,4,139.47888403659874
4627,000-000-11827,2024-08-01,4,140.57290185365636
4627,000-000-11827,2024-09-01,4,141.09594497750612
4627,000-000-11827,2024-10-01,4,140.26984255636373
4627,000-000-11827,2024-11-01,4,140.14830323654238
4627,000-000-11827,2024-12-01,4,139.26366020126872
4627,000-000-11828,2024-07-01,4,360.83488564827786
4627,000-000-11828,2024-08-01,4,304.43518261533904
4627,000-000-11828,2024-09-01,4,291.07106173743256
4627,000-000-11828,2024-10-01,4,277.4810319448173
4627,000-000-11828,2024-11-01,4,269.4877697153032
4627,000-000-11828,2024-12-01,4,273.1000309185852
4627,000-000-11829,2024-07-01,4,95.3105776865342
4627,000-000-11829,2024-08-01,4,95.64686117693695
4627,000-000-11829,2024-09-01,4,95.04556419701004
4627,000-000-11829,2024-10-01,4,93.88317828546488
4627,000-000-11829,2024-11-01,4,93.6968592597131
4627,000-000-11829,2024-12-01,4,93.09211323936157
4627,000-000-11835,2024-07-01,4,111.54497460477957
4627,000-000-11835,2024-08-01,4,112.71555424302232
4627,000-000-11835,2024-09-01,4,110.75133935227858
4627,000-000-11835,2024-10-01,4,101.81694443018922
4627,000-000-11835,2024-11-01,4,101.39613135734972
4627,000-000-11835,2024-12-01,4,92.50093033753623
4627,000-000-12882,2024-07-01,4,370.53537295035966
4627,000-000-12882,2024-08-01,4,323.98955612221096
4627,000-000-12882,2024-09-01,4,295.75833705648444
4627,000-000-12882,2024-10-01,4,284.99755615556904
4627,000-000-12882,2024-11-01,4,282.8543493043727
4627,000-000-12882,2024-12-01,4,281.92239243536454
4627,000-000-13099,2024-07-01,4,437.8407780918619
4627,000-000-13099,2024-08-01,4,389.3876034626899
4627,000-000-13099,2024-09-01,4,364.610921551256
4627,000-000-13099,2024-10-01,4,338.7975781764696
4627,000-000-13099,2024-11-01,4,328.35201256395703
4627,000-000-13099,2024-12-01,4,306.2272815531986
4627,000-000-1999,2024-07-01,4,19.051022906511346
4627,000-000-1999,2024-08-01,4,18.79079374254496
4627,000-000-1999,2024-09-01,4,14.3865469084624
4627,000-000-1999,2024-10-01,4,11.962795398047312
4627,000-000-1999,2024-11-01,4,10.919544879988631
4627,000-000-1999,2024-12-01,4,10.055787450351103
4627,000-000-2001,2024-07-01,4,18.31550522090052
4627,000-000-2001,2024-08-01,4,16.257409640360635
4627,000-000-2001,2024-09-01,4,14.339979741622258
4627,000-000-2001,2024-10-01,4,12.949723725172056
4627,000-000-2001,2024-11-01,4,11.934834405350728
4627,000-000-2001,2024-12-01,4,10.871695348009855
4627,000-000-2170,2024-07-01,4,15.327499643985835
4627,000-000-2170,2024-08-01,4,11.617920943451953
4627,000-000-2170,2024-09-01,4,11.762771165306535
4627,000-000-2170,2024-10-01,4,11.313751283795778
4627,000-000-2170,2024-11-01,4,10.620506277604198
4627,000-000-2170,2024-12-01,4,9.996092809109728
4627,000-000-3176,2024-07-01,4,38.698565891375246
4627,000-000-3176,2024-08-01,4,45.41896047908881
4627,000-000-3176,2024-09-01,4,38.83249223447774
4627,000-000-3176,2024-10-01,4,35.06933202345813
4627,000-000-3176,2024-11-01,4,34.91848116000103
4627,000-000-3176,2024-12-01,4,33.77240459797786
4627,000-000-4013,2024-07-01,4,94.65450066837735
4627,000-000-4013,2024-08-01,4,84.9288814124519
4627,000-000-4013,2024-09-01,4,79.27813401446635
4627,000-000-4013,2024-10-01,4,72.65398966448312
4627,000-000-4013,2024-11-01,4,73.06839786626259
4627,000-000-4013,2024-12-01,4,71.82563869350479
4627,000-000-6020,2024-07-01,4,21.385389260615273
4627,000-000-6020,2024-08-01,4,19.486717361768672
4627,000-000-6020,2024-09-01,4,20.48659151272169
4627,000-000-6020,2024-10-01,4,18.820633632918273
4627,000-000-6020,2024-11-01,4,19.647530363359067
4627,000-000-6020,2024-12-01,4,18.465942674690112
4627,000-000-9341,2024-07-01,4,7.046326096618111
4627,000-000-9341,2024-08-01,4,6.940478650526138
4627,000-000-9341,2024-09-01,4,6.490424309589256
4627,000-000-9341,2024-10-01,4,5.791868493268019
4627,000-000-9341,2024-11-01,4,5.887125223221059
4627,000-000-9341,2024-12-01,4,5.563794067739233
4627,000-000-9419,2024-07-01,4,10.916029419943728
4627,000-000-9419,2024-08-01,4,10.017452693809409
4627,000-000-9419,2024-09-01,4,9.475725194348138
4627,000-000-9419,2024-10-01,4,8.873663668340479
4627,000-000-9419,2024-11-01,4,8.810057193192444
4627,000-000-9419,2024-12-01,4,8.801191008246919
4701,000-000-1009,2024-07-01,3,33.71344376969369
4701,000-000-1009,2024-08-01,3,32.770085567613556
4701,000-000-1009,2024-09-01,3,32.86224150112601
4701,000-000-1009,2024-10-01,3,31.279455768039934
4701,000-000-1009,2024-11-01,3,29.226252344518144
4701,000-000-1009,2024-12-01,3,34.00484267437031
4701,000-000-11283,2024-07-01,3,21.432780502599172
4701,000-000-11283,2024-08-01,3,17.289397641379328
4701,000-000-11283,2024-09-01,3,18.71868245094943
4701,000-000-11283,2024-10-01,3,17.79795098318047
4701,000-000-11283,2024-11-01,3,15.675261989373336
4701,000-000-11283,2024-12-01,3,14.220212695956306
4701,000-000-13296,2024-07-01,3,6.149713029084072
4701,000-000-13296,2024-08-01,3,5.994338374182165
4701,000-000-13296,2024-09-01,3,5.919500164853771
4701,000-000-13296,2024-10-01,3,5.894990990281103
4701,000-000-13296,2024-11-01,3,5.846411395320683
4701,000-000-13296,2024-12-01,3,5.664688699361248
4701,000-000-13324,2024-07-01,3,6.2421256545887545
4701,000-000-13324,2024-08-01,3,6.167158871470833
4701,000-000-13324,2024-09-01,3,6.303725183293319
4701,000-000-13324,2024-10-01,3,6.028098866910397
4701,000-000-13324,2024-11-01,3,5.7705127134342895
4701,000-000-13324,2024-12-01,3,5.632629380899473
4701,000-000-13326,2024-07-01,3,6.021188474045205
4701,000-000-13326,2024-08-01,3,6.011794546049334
4701,000-000-13326,2024-09-01,3,6.117542124308132
4701,000-000-13326,2024-10-01,3,5.893620591547524
4701,000-000-13326,2024-11-01,3,5.846411395320683
4701,000-000-13326,2024-12-01,3,5.6500780889151265
4701,000-000-13358,2024-07-01,3,14.220052622772307
4701,000-000-13358,2024-08-01,3,12.028683401658615
4701,000-000-13358,2024-09-01,3,11.495802885977664
4701,000-000-13358,2024-10-01,3,10.589618636298537
4701,000-000-13358,2024-11-01,3,10.156409566565708
4701,000-000-13358,2024-12-01,3,9.628323539978064
4701,000-000-13660,2024-07-01,3,20.327213535526113
4701,000-000-13660,2024-08-01,3,16.220747227832817
4701,000-000-13660,2024-09-01,3,16.787343023054856
4701,000-000-13660,2024-10-01,3,15.739492530482483
4701,000-000-13660,2024-11-01,3,15.608007490445939
4701,000-000-13660,2024-12-01,3,13.35001637705544
4701,000-000-3313,2024-07-01,3,30.372013042403427
4701,000-000-3313,2024-08-01,3,30.112685459753905
4701,000-000-3313,2024-09-01,3,30.52528681818611
4701,000-000-3313,2024-10-01,3,30.75662476123922
4701,000-000-3313,2024-11-01,3,31.51995951948228
4701,000-000-3313,2024-12-01,3,31.50512499479019
4701,000-000-3870,2024-07-01,3,11.01546443653413
4701,000-000-3870,2024-08-01,3,10.830664154514222
4701,000-000-3870,2024-09-01,3,10.410733265855002
4701,000-000-3870,2024-10-01,3,10.13510694947208
4701,000-000-3870,2024-11-01,3,10.332631588885883
4701,000-000-3870,2024-12-01,3,10.10148275330881
4701,000-000-3871,2024-07-01,3,8.006186648904286
4701,000-000-3871,2024-08-01,3,7.612144854961166
4701,000-000-3871,2024-09-01,3,8.268023886272164
4701,000-000-3871,2024-10-01,3,8.02003454946102
4701,000-000-3871,2024-11-01,3,7.576120265008547
4701,000-000-3871,2024-12-01,3,6.765559917198704
4701,000-000-6140,2024-07-01,3,12.344928571362981
4701,000-000-6140,2024-08-01,3,11.446191044396311
4701,000-000-6140,2024-09-01,3,10.933892931702674
4701,000-000-6140,2024-10-01,3,10.196824193370402
4701,000-000-6140,2024-11-01,3,10.07955102663263
4701,000-000-6140,2024-12-01,3,9.912100777468842
4701,000-000-6596,2024-07-01,3,7.73668095674671
4701,000-000-6596,2024-08-01,3,8.354491286703649
4701,000-000-6596,2024-09-01,3,9.368581330413456
4701,000-000-6596,2024-10-01,3,9.085854451959671
4701,000-000-6596,2024-11-01,3,8.316578043015047
4701,000-000-6596,2024-12-01,3,7.265704273895377
4818,000-000-10130,2024-07-01,4,27.620448059496834
4818,000-000-10130,2024-08-01,4,27.07614135875556
4818,000-000-10130,2024-09-01,4,24.62344279354247
4818,000-000-10130,2024-10-01,4,23.700993250739394
4818,000-000-10130,2024-11-01,4,23.45650812092798
4818,000-000-10130,2024-12-01,4,22.31558845180785
4818,000-000-10173,2024-07-01,4,7.366422394262251
4818,000-000-10173,2024-08-01,4,7.583761639362862
4818,000-000-10173,2024-09-01,4,7.389896142289755
4818,000-000-10173,2024-10-01,4,7.102380636573901
4818,000-000-10173,2024-11-01,4,6.959628888965989
4818,000-000-10173,2024-12-01,4,6.5182865974700235
4818,000-000-10174,2024-07-01,4,13.478823344465725
4818,000-000-10174,2024-08-01,4,11.518956597537972
4818,000-000-10174,2024-09-01,4,11.639158975057484
4818,000-000-10174,2024-10-01,4,11.133379967780552
4818,000-000-10174,2024-11-01,4,10.541607764026137
4818,000-000-10174,2024-12-01,4,10.019828220641445
4818,000-000-11646,2024-07-01,4,24.171923634701287
4818,000-000-11646,2024-08-01,4,18.233725041753754
4818,000-000-11646,2024-09-01,4,18.250141176907242
4818,000-000-11646,2024-10-01,4,16.924523696440055
4818,000-000-11646,2024-11-01,4,16.841385121670612
4818,000-000-11646,2024-12-01,4,14.309964350424988
4818,000-000-11803,2024-07-01,4,123.81666061717193
4818,000-000-11803,2024-08-01,4,90.04785675947322
4818,000-000-11803,2024-09-01,4,74.54730032200808
4818,000-000-11803,2024-10-01,4,68.68541075712577
4818,000-000-11803,2024-11-01,4,67.63894590309832
4818,000-000-11803,2024-12-01,4,67.18940143986563
4818,000-000-11809,2024-07-01,4,121.52086722282183
4818,000-000-11809,2024-08-01,4,83.64108327599386
4818,000-000-11809,2024-09-01,4,68.1405268385287
4818,000-000-11809,2024-10-01,4,68.68541075712577
4818,000-000-11809,2024-11-01,4,67.63894590309832
4818,000-000-11809,2024-12-01,4,71.29241493912848
4818,000-000-11828,2024-07-01,4,409.8517879203498
4818,000-000-11828,2024-08-01,4,364.0034791481104
4818,000-000-11828,2024-09-01,4,329.9428434044306
4818,000-000-11828,2024-10-01,4,310.0235122126786
4818,000-000-11828,2024-11-01,4,304.4080606135413
4818,000-000-11828,2024-12-01,4,303.47610374453313
4818,000-000-1999,2024-07-01,4,13.405088916124427
4818,000-000-1999,2024-08-01,4,13.405088916124427
4818,000-000-1999,2024-09-01,4,13.479251366330487
4818,000-000-1999,2024-10-01,4,12.562532700217297
4818,000-000-1999,2024-11-01,4,13.352935764055779
4818,000-000-1999,2024-12-01,4,11.317910888654485
4818,000-000-3092,2024-07-01,4,251.42899046879148
4818,000-000-3092,2024-08-01,4,266.09580258467406
4818,000-000-3092,2024-09-01,4,245.58644276329892
4818,000-000-3092,2024-10-01,4,263.992565976998
4818,000-000-3092,2024-11-01,4,261.15016509000316
4818,000-000-3092,2024-12-01,4,273.3987110795295
4818,000-000-3113,2024-07-01,4,2002.0219796881715
4818,000-000-3113,2024-08-01,4,2002.0219796881715
4818,000-000-3113,2024-09-01,4,2002.0961421383774
4818,000-000-3113,2024-10-01,4,2001.2916829764881
4818,000-000-3113,2024-11-01,4,2001.1701436566666
4818,000-000-3113,2024-12-01,4,2000.2978727252605
4818,000-000-3176,2024-07-01,4,51.627088726948536
4818,000-000-3176,2024-08-01,4,49.70401160089103
4818,000-000-3176,2024-09-01,4,43.20500341191021
4818,000-000-3176,2024-10-01,4,42.3141212848373
4818,000-000-3176,2024-11-01,4,37.89530090462792
4818,000-000-3176,2024-12-01,4,34.29331122785922
4818,000-000-3777,2024-07-01,4,6.556896934888446
4818,000-000-3777,2024-08-01,4,7.0077872464934945
4818,000-000-3777,2024-09-01,4,6.784097442112948
4818,000-000-3777,2024-10-01,4,6.747439733464947
4818,000-000-3777,2024-11-01,4,6.475366010040567
4818,000-000-3777,2024-12-01,4,6.026804354183977
4818,000-000-4013,2024-07-01,4,514.0238606554137
4818,000-000-4013,2024-08-01,4,455.6928434897321
4818,000-000-4013,2024-09-01,4,432.3923974631456
4818,000-000-4013,2024-10-01,4,400.2909558355491
4818,000-000-4013,2024-11-01,4,389.7791107973485
4818,000-000-4013,2024-12-01,4,381.14081614058347
4818,000-000-6020,2024-07-01,4,12.314750876865087
4818,000-000-6020,2024-08-01,4,12.34693021994778
4818,000-000-6020,2024-09-01,4,12.42109267015384
4818,000-000-6020,2024-10-01,4,11.925115067442455
4818,000-000-6020,2024-11-01,4,12.230654279096125
4818,000-000-6020,2024-12-01,4,12.030224459568625
4818,000-000-7198,2024-07-01,4,8.904797294062838
4818,000-000-7198,2024-08-01,4,8.407495593960887
4818,000-000-7198,2024-09-01,4,7.5556332668195285
4818,000-000-7198,2024-10-01,4,7.264581136641363
4818,000-000-7198,2024-11-01,4,7.116201505196149
4818,000-000-7198,2024-12-01,4,6.177881429138102
4818,000-000-9341,2024-07-01,4,8.476088517299539
4818,000-000-9341,2024-08-01,4,8.506433811477036
4818,000-000-9341,2024-09-01,4,9.444217177414076
4818,000-000-9341,2024-10-01,4,9.314738469073136
4818,000-000-9341,2024-11-01,4,9.214917290402619
4818,000-000-9341,2024-12-01,4,8.995237621368515
4818,000-000-9419,2024-07-01,4,6.270021814276645
4818,000-000-9419,2024-08-01,4,6.341950003778152
4818,000-000-9419,2024-09-01,4,6.41346496654147
4818,000-000-9419,2024-10-01,4,5.886735692978547
4818,000-000-9419,2024-11-01,4,5.899734423135573
4818,000-000-9419,2024-12-01,4,5.746924250901563
4847,000-000-10173,2024-07-01,4,3.4000370323969515
4847,000-000-10173,2024-08-01,4,3.0929869914967623
4847,000-000-10173,2024-09-01,4,3.1088443594095723
4847,000-000-10173,2024-10-01,4,3.0110932940921598
4847,000-000-10173,2024-11-01,4,3.1021725470305657
4847,000-000-10173,2024-12-01,4,2.938816295449883
4847,000-000-10885,2024-07-01,4,134.99998999410332
4847,000-000-10885,2024-08-01,4,134.9352102881728
4847,000-000-10885,2024-09-01,4,133.76540050448966
4847,000-000-10885,2024-10-01,4,133.52053121384296
4847,000-000-10885,2024-11-01,4,133.4109342776814
4847,000-000-10885,2024-12-01,4,132.4789774086732
4847,000-000-11646,2024-07-01,4,28.053565250026324
4847,000-000-11646,2024-08-01,4,29.212919897060527
4847,000-000-11646,2024-09-01,4,26.69928448949915
4847,000-000-11646,2024-10-01,4,23.687800457661474
4847,000-000-11646,2024-11-01,4,23.511733608603556
4847,000-000-11646,2024-12-01,4,23.242802537113796
4847,000-000-11803,2024-07-01,4,36.13134346911724
4847,000-000-11803,2024-08-01,4,33.138712433306765
4847,000-000-11803,2024-09-01,4,32.78892450687709
4847,000-000-11803,2024-10-01,4,34.73335244772684
4847,000-000-11803,2024-11-01,4,34.69720366835837
4847,000-000-11803,2024-12-01,4,34.23112892914137
4847,000-000-1732,2024-07-01,4,4.2563438799056215
4847,000-000-1732,2024-08-01,4,4.2563438799056215
4847,000-000-1732,2024-09-01,4,4.518665430991698
4847,000-000-1732,2024-10-01,4,4.787657564431976
4847,000-000-1732,2024-11-01,4,4.786625829254232
4847,000-000-1732,2024-12-01,4,4.949614638248404
4847,000-000-2624,2024-07-01,4,523.4396315519077
4847,000-000-2624,2024-08-01,4,559.1081029320517
4847,000-000-2624,2024-09-01,4,574.026882793152
4847,000-000-2624,2024-10-01,4,484.5017236794502
4847,000-000-2624,2024-11-01,4,434.978201140251
4847,000-000-2624,2024-12-01,4,401.39499535330657
4847,000-000-2631,2024-07-01,4,884.3441509658564
4847,000-000-2631,2024-08-01,4,829.8297681624251
4847,000-000-2631,2024-09-01,4,652.5001557750595
4847,000-000-2631,2024-10-01,4,611.8796794238576
4847,000-000-2631,2024-11-01,4,598.650535050934
4847,000-000-2631,2024-12-01,4,597.7185781819262
4847,000-000-3096,2024-07-01,4,392.08128282384166
4847,000-000-3096,2024-08-01,4,294.2247706796682
4847,000-000-3096,2024-09-01,4,324.7639556609849
4847,000-000-3096,2024-10-01,4,284.5846102374181
4847,000-000-3096,2024-11-01,4,276.59134800790406
4847,000-000-3096,2024-12-01,4,278.30141966642344
4847,000-000-3176,2024-07-01,4,25.239972797711264
4847,000-000-3176,2024-08-01,4,25.489777020917302
4847,000-000-3176,2024-09-01,4,24.028350050751193
4847,000-000-3176,2024-10-01,4,23.540164856965294
4847,000-000-3176,2024-11-01,4,23.647642685458717
4847,000-000-3176,2024-12-01,4,23.09480105250977
4847,000-000-7198,2024-07-01,4,4.2563438799056215
4847,000-000-7198,2024-08-01,4,4.2563438799056215
4847,000-000-7198,2024-09-01,4,4.518665430991698
4847,000-000-7198,2024-10-01,4,4.7744452135192965
4847,000-000-7198,2024-11-01,4,4.799465828725316
4847,000-000-7198,2024-12-01,4,4.936402287335726
4854,000-000-12625,2024-07-01,3,54.55778386740544
4854,000-000-12625,2024-08-01,3,56.037683709234265
4854,000-000-12625,2024-09-01,3,55.250927526847185
4854,000-000-12625,2024-10-01,3,54.42482510570478
4854,000-000-12625,2024-11-01,3,53.78690561381354
4854,000-000-12625,2024-12-01,3,52.455812270786275
4854,000-000-3465,2024-07-01,3,25.62146837626162
4854,000-000-3465,2024-08-01,3,24.642956089337652
4854,000-000-3465,2024-09-01,3,24.26508226661197
4854,000-000-3465,2024-10-01,3,23.676171819921276
4854,000-000-3465,2024-11-01,3,23.458852808123037
4854,000-000-3465,2024-12-01,3,22.182361118327613
4854,000-000-3870,2024-07-01,3,20.216043333941546
4854,000-000-3870,2024-08-01,3,18.23788154095058
4854,000-000-3870,2024-09-01,3,17.134100115928547
4854,000-000-3870,2024-10-01,3,15.747962288289411
4854,000-000-3870,2024-11-01,3,15.654965211646566
4854,000-000-3870,2024-12-01,3,13.50091946959919
4902,000-000-10132,2024-07-01,4,12.186571910380295
4902,000-000-10132,2024-08-01,4,12.28126969949723
4902,000-000-10132,2024-09-01,4,12.26770910811809
4902,000-000-10132,2024-10-01,4,11.949038437585912
4902,000-000-10132,2024-11-01,4,11.847638826507094
4902,000-000-10132,2024-12-01,4,11.665916130547647
4902,000-000-11828,2024-07-01,4,283.6875926273654
4902,000-000-11828,2024-08-01,4,262.74830561607126
4902,000-000-11828,2024-09-01,4,261.95927074800545
4902,000-000-11828,2024-10-01,4,269.6093090351246
4902,000-000-11828,2024-11-01,4,275.09075230299106
4902,000-000-11828,2024-12-01,4,271.90149304234416
4902,000-000-11834,2024-07-01,4,292.6766151661568
4902,000-000-11834,2024-08-01,4,295.5058640578567
4902,000-000-11834,2024-09-01,4,283.87345498290085
4902,000-000-11834,2024-10-01,4,274.1182738057548
4902,000-000-11834,2024-11-01,4,276.58530147234654
4902,000-000-11834,2024-12-01,4,275.6533446033384
4902,000-000-13348,2024-07-01,4,6.247287643634142
4902,000-000-13348,2024-08-01,4,6.234517532862492
4902,000-000-13348,2024-09-01,4,6.220956941483347
4902,000-000-13348,2024-10-01,4,5.997035408722738
4902,000-000-13348,2024-11-01,4,5.949826212495896
4902,000-000-13348,2024-12-01,4,5.768103516536463
4902,000-000-13625,2024-07-01,4,4.752735097214634
4902,000-000-13625,2024-08-01,4,4.358446126442612
4902,000-000-13625,2024-09-01,4,4.922809522467142
4902,000-000-13625,2024-10-01,4,4.695792572482416
4902,000-000-13625,2024-11-01,4,5.027339603152802
4902,000-000-13625,2024-12-01,4,4.956963251106986
4902,000-000-1782,2024-07-01,4,452.0315321212912
4902,000-000-1782,2024-08-01,4,425.3680234749973
4902,000-000-1782,2024-09-01,4,384.0043771395895
4902,000-000-1782,2024-10-01,4,355.5832825207464
4902,000-000-1782,2024-11-01,4,329.9815556368673
4902,000-000-1782,2024-12-01,4,303.41544960571474
4902,000-000-3176,2024-07-01,4,15.491013648564742
4902,000-000-3176,2024-08-01,4,14.713836021136188
4902,000-000-3176,2024-09-01,4,13.927627577700143
4902,000-000-3176,2024-10-01,4,13.39606626317827
4902,000-000-3176,2024-11-01,4,12.302027029321358
4902,000-000-3176,2024-12-01,4,12.184922231820352
4902,000-000-3777,2024-07-01,4,17.180720994656454
4902,000-000-3777,2024-08-01,4,15.282216177700317
4902,000-000-3777,2024-09-01,4,13.353035536645933
4902,000-000-3777,2024-10-01,4,11.995887277017243
4902,000-000-3777,2024-11-01,4,11.874347957195912
4902,000-000-3777,2024-12-01,4,11.66776236369508
4902,000-000-4013,2024-07-01,4,72.848581675492
4902,000-000-4013,2024-08-01,4,72.14285428410234
4902,000-000-4013,2024-09-01,4,66.30783653291599
4902,000-000-4013,2024-10-01,4,60.06947309674689
4902,000-000-4013,2024-11-01,4,59.94793377692555
4902,000-000-4013,2024-12-01,4,54.56445613056118
4902,000-000-6020,2024-07-01,4,19.848853541935757
4902,000-000-6020,2024-08-01,4,21.21813591094905
4902,000-000-6020,2024-09-01,4,20.036467340945027
4902,000-000-6020,2024-10-01,4,19.612003259770216
4902,000-000-6020,2024-11-01,4,17.64179472592681
4902,000-000-6020,2024-12-01,4,18.32666086597205
4902,000-000-9341,2024-07-01,4,15.187779244545798
4902,000-000-9341,2024-08-01,4,13.248088516523659
4902,000-000-9341,2024-09-01,4,12.403965506818949
4902,000-000-9341,2024-10-01,4,12.298173162032235
4902,000-000-9341,2024-11-01,4,12.26703809957149
4902,000-000-9341,2024-12-01,4,10.990636414208218
4902,000-000-9419,2024-07-01,4,17.922404839180142
4902,000-000-9419,2024-08-01,4,19.193157429080916
4902,000-000-9419,2024-09-01,4,16.205666256515595
4902,000-000-9419,2024-10-01,4,14.859005385733706
4902,000-000-9419,2024-11-01,4,13.700312099297815
4902,000-000-9419,2024-12-01,4,12.663676216682653
4906,000-000-1009,2024-07-01,1,13.18162103577648
4906,000-000-1009,2024-08-01,1,13.18162103577648
4906,000-000-1009,2024-09-01,1,12.511244204030938
4906,000-000-1009,2024-10-01,1,13.355627851392658
4906,000-000-1009,2024-11-01,1,13.246030915231142
4906,000-000-1009,2024-12-01,1,10.916046471100913
4906,000-000-1832,2024-07-01,1,9.907903543800051
4906,000-000-1832,2024-08-01,1,9.313627575502979
4906,000-000-1832,2024-09-01,1,8.673558066632685
4906,000-000-1832,2024-10-01,1,8.397034183537803
4906,000-000-1832,2024-11-01,1,7.961703180227117
4906,000-000-1832,2024-12-01,1,7.4023965321870975
4906,000-000-3313,2024-07-01,1,14.484251072259362
4906,000-000-3313,2024-08-01,1,13.834709359290109
4906,000-000-3313,2024-09-01,1,10.780462982919278
4906,000-000-3313,2024-10-01,1,9.861551760887137
4906,000-000-3313,2024-11-01,1,9.274460439804306
4906,000-000-3313,2024-12-01,1,8.778033567555132
4938,000-000-13268,2024-07-01,1,6.8840632397753465
4938,000-000-13268,2024-08-01,1,6.783199112487287
4938,000-000-13268,2024-09-01,1,6.9941459062916715
4938,000-000-13268,2024-10-01,1,6.363450344009133
4938,000-000-13268,2024-11-01,1,5.881918166569598
4938,000-000-13268,2024-12-01,1,5.425844287026809
4943,000-000-11283,2024-07-01,4,13.53608769367041
4943,000-000-11283,2024-08-01,4,11.497388957326102
4943,000-000-11283,2024-09-01,4,11.027632634852592
4943,000-000-11283,2024-10-01,4,10.239215845675139
4943,000-000-11283,2024-11-01,4,10.083814001841175
4943,000-000-11283,2024-12-01,4,9.835063825700056
4943,000-000-11913,2024-07-01,4,68.34237342112023
4943,000-000-11913,2024-08-01,4,62.36588944128378
4943,000-000-11913,2024-09-01,4,62.28543267443576
4943,000-000-11913,2024-10-01,4,57.591555386866155
4943,000-000-11913,2024-11-01,4,56.671693480431024
4943,000-000-11913,2024-12-01,4,55.48737843613491
4943,000-000-12625,2024-07-01,4,30.66798134341289
4943,000-000-12625,2024-08-01,4,30.997366766127946
4943,000-000-12625,2024-09-01,4,29.218204326489047
4943,000-000-12625,2024-10-01,4,27.91246217389515
4943,000-000-12625,2024-11-01,4,26.51086053624404
4943,000-000-12625,2024-12-01,4,23.224289286924776
4943,000-000-13296,2024-07-01,4,5.298093860611166
4943,000-000-13296,2024-08-01,4,4.668758268523215
4943,000-000-13296,2024-09-01,4,5.097199897971382
4943,000-000-13296,2024-10-01,4,4.948067201744539
4943,000-000-13296,2024-11-01,4,5.044587411763118
4943,000-000-13296,2024-12-01,4,5.040520191498599
4943,000-000-13324,2024-07-01,4,6.405594728750382
4943,000-000-13324,2024-08-01,4,6.400511798485251
4943,000-000-13324,2024-09-01,4,6.474674248691315
4943,000-000-13324,2024-10-01,4,5.952542161386299
4943,000-000-13324,2024-11-01,4,5.905332965159458
4943,000-000-13324,2024-12-01,4,5.713259217772665
4943,000-000-13325,2024-07-01,4,6.107384174205974
4943,000-000-13325,2024-08-01,4,6.102301243940843
4943,000-000-13325,2024-09-01,4,6.16254175871863
4943,000-000-13325,2024-10-01,4,5.952542161386299
4943,000-000-13325,2024-11-01,4,5.922460666817935
4943,000-000-13325,2024-12-01,4,5.794928385710479
4943,000-000-13326,2024-07-01,4,7.318862700326789
4943,000-000-13326,2024-08-01,4,6.734197067416625
4943,000-000-13326,2024-09-01,4,6.924911243196514
4943,000-000-13326,2024-10-01,4,6.701286449209415
4943,000-000-13326,2024-11-01,4,6.587944454470782
4943,000-000-13326,2024-12-01,4,6.225529937016448
4943,000-000-13349,2024-07-01,4,7.936492122898024
4943,000-000-13349,2024-08-01,4,7.6862641336803215
4943,000-000-13349,2024-09-01,4,8.027688149959003
4943,000-000-13349,2024-10-01,4,7.658397916528901
4943,000-000-13349,2024-11-01,4,7.202247179118697
4943,000-000-13349,2024-12-01,4,7.15882507046279
4943,000-000-13358,2024-07-01,4,10.755186956844815
4943,000-000-13358,2024-08-01,4,10.313578914689463
4943,000-000-13358,2024-09-01,4,10.491363102728188
4943,000-000-13358,2024-10-01,4,9.354306527209728
4943,000-000-13358,2024-11-01,4,9.902904613727648
4943,000-000-13358,2024-12-01,4,9.628442176406141
4943,000-000-13359,2024-07-01,4,10.027619645609683
4943,000-000-13359,2024-08-01,4,10.467041592637052
4943,000-000-13359,2024-09-01,4,9.725644730182774
4943,000-000-13359,2024-10-01,4,9.353827390372272
4943,000-000-13359,2024-11-01,4,9.48954663395829
4943,000-000-13359,2024-12-01,4,8.49670057023758
4943,000-000-13360,2024-07-01,4,5.243113437737357
4943,000-000-13360,2024-08-01,4,5.343782957775946
4943,000-000-13360,2024-09-01,4,5.747320461255112
4943,000-000-13360,2024-10-01,4,5.17610649154938
4943,000-000-13360,2024-11-01,4,5.258157434273743
4943,000-000-13360,2024-12-01,4,4.517483587945314
